category,brand,model,variant,width_cm,length_cm,height_cm,weight_kg,fragile,package_type,hazard_class,extra_package,extra_width_cm,extra_length_cm,extra_price_usd,extra_type,product_id,customer_id,basket_id,quantity,is_2d_only,height_cm_filled,volume_cm3,volume_to_weight_ratio,fragile_flag,requires_special_handling,extra_volume_cm3,shape_flag
Toy,ToyLand,Wooden Block Set 60 pcs,,25.0,21.6,"19,3",1.086,False,kraft_envelope,Aerosol-2,False,0.0,0.0,,,6316,1018,4437,2,False,19.3,10422.0,9596.685082872928,False,True,0.0,kraft_envelope
Phone,Apple,iPhone 13,,18.0,7.7,"3,5",0.558,False,glass_jar,Aerosol-2,False,0.0,0.0,,,6317,1194,3671,1,False,3.5,485.09999999999997,869.3548387096773,False,True,0.0,glass_jar
Appliance,Philips,Kettle,,40.3,28.0,"11,1",2.597,False,plastic_box,Flammable_Liquid-3,False,0.0,0.0,,,6318,1329,4304,2,False,11.1,12525.239999999998,4822.964959568732,False,True,0.0,plastic_box
Phone,Apple,iPhone 14,,16.2,7.5,"2,9",0.392,False,rigid_box,UN3481-Lithium_Ion_Battery,True,19.7,9.0,"7,16",bubble_wrap,6319,1423,3492,3,False,2.9,352.34999999999997,898.8520408163264,False,True,514.17,rigid_box
Appliance,Philips,Handheld Vacuum,,37.9,28.8,"7,0",2.188,False,rigid_box,Compressed_Gas-2,True,41.2,34.2,"26,47",corner_guard,6320,1174,2304,1,False,7.0,7640.639999999999,3492.0658135283356,False,True,9863.28,rigid_box
Textile,SoftWear,Basic T-Shirt M, 41,18.7,29.1,"7,6",0.434,False,plastic_box,Compressed_Gas-2,False,0.0,0.0,,,6321,1489,2802,2,False,7.6,4135.691999999999,9529.244239631334,False,True,0.0,plastic_box
Shoes,Nike,InfinityRN, Grey,32.0,18.8,"13,1",0.885,False,poly_bag,Compressed_Gas-2,False,0.0,0.0,,,6322,1448,2909,3,False,13.1,7880.96,8905.039548022598,False,True,0.0,poly_bag
Phone,Samsung,Galaxy A34,,17.2,9.8,"6,0",0.598,True,rigid_box,,True,21.3,11.2,"8,17",air_cushion,6323,1412,4366,3,False,6.0,1011.36,1691.23745819398,True,True,1431.3600000000001,rigid_box
Laptop,Lenovo,Yoga Slim 7, 512GB Black,34.6,28.0,"4,6",1.969,False,glass_jar,Aerosol-2,False,0.0,0.0,,,6324,1433,3512,2,False,4.6,4456.48,2263.3214829862873,False,True,0.0,glass_jar
Book,Classic,The Metamorphosis,,26.5,16.4,"3,6",0.69,False,cardboard_box,Compressed_Gas-2,False,0.0,0.0,,,6325,1353,4007,3,False,3.6,1564.56,2267.4782608695655,False,True,0.0,cardboard_box
Toy,ToyLand,Plush Bear 50cm,,28.7,15.6,"19,3",0.192,True,metal_box,Corrosive-8,False,0.0,0.0,,,6326,1498,2760,1,False,19.3,8640.996,45005.18749999999,True,True,0.0,metal_box
Phone,Samsung,Galaxy S23,,14.8,7.1,"3,7",0.481,True,glass_jar,Aerosol-2,True,18.2,9.5,"7,37",double_carton,6327,1140,4518,2,False,3.7,388.796,808.3076923076923,True,True,639.73,glass_jar
Book,Classic,The Metamorphosis,,26.1,16.7,"3,5",0.419,False,kraft_envelope,Aerosol-2,False,0.0,0.0,,,6328,1245,3916,1,False,3.5,1525.545,3640.918854415275,False,True,0.0,kraft_envelope
Cosmetics,Lumine,Day Cream 50ml,,12.9,14.3,"12,1",0.407,True,plastic_box,Corrosive-8,True,15.7,17.1,"8,58",bubble_wrap,6329,1384,3149,3,False,12.1,2232.0870000000004,5484.243243243244,True,True,3248.487,plastic_box
Laptop,Dell,XPS 13, 256GB Graphite,39.9,30.3,"1,7",1.748,True,poly_bag,Aerosol-2,True,41.8,33.9,"26,04",air_cushion,6330,1417,2844,3,False,1.7,2055.249,1175.7717391304348,True,True,2408.9339999999997,poly_bag
Phone,Samsung,Galaxy S24, 256GB Silver,15.0,7.2,"5,0",0.546,True,poly_bag,Corrosive-8,False,0.0,0.0,,,6331,1092,4348,3,False,5.0,540.0,989.010989010989,True,True,0.0,poly_bag
Cosmetics,Lumine,Hyaluronic Acid Serum 30ml,,9.8,13.0,"9,6",0.446,False,plastic_box,Aerosol-2,True,12.2,16.9,"7,59",corner_guard,6332,1431,4232,1,False,9.6,1223.04,2742.2421524663678,False,True,1979.3279999999997,plastic_box
Toy,ToyLand,Wooden Block Set 60 pcs,,30.1,23.7,"19,1",0.26,False,poly_bag,Flammable_Liquid-3,False,0.0,0.0,,,6333,1238,4141,3,False,19.1,13625.367000000002,52405.2576923077,False,True,0.0,poly_bag
Textile,SoftWear,Basic T-Shirt M, Grey,33.1,21.5,"8,2",0.399,False,rigid_box,UN3481-Lithium_Ion_Battery,True,36.5,27.1,"21,1",corner_guard,6334,1204,4668,2,False,8.2,5835.53,14625.388471177943,False,True,8111.03,rigid_box
Phone,Apple,iPhone 13, 128GB Blue,17.6,8.9,"4,7",0.278,False,kraft_envelope,Compressed_Gas-2,False,0.0,0.0,,,6335,1047,2853,2,False,4.7,736.2080000000001,2648.2302158273383,False,True,0.0,kraft_envelope
Food Jar,Anadolu,Flower Honey 850g,,8.9,12.0,"16,3",1.361,True,glass_jar,UN3481-Lithium_Ion_Battery,True,13.9,14.1,"9,68",foam_protector,6336,1432,4736,3,False,16.3,1740.8400000000004,1279.0889052167527,True,True,3194.637,glass_jar
Shoes,Nike,Revolution, White 37,32.5,23.5,"12,9",1.084,False,kraft_envelope,Corrosive-8,True,35.9,27.5,"19,73",stretch_film,6337,1244,4993,2,False,12.9,9852.375,9088.906826568265,False,True,12735.525,kraft_envelope
Food Jar,Anadolu,Pine Honey 1kg,,11.3,9.9,"18,3",1.587,False,poly_bag,Aerosol-2,False,0.0,0.0,,,6338,1319,2335,1,False,18.3,2047.2210000000002,1289.9943289224955,False,True,0.0,poly_bag
Phone,Samsung,Galaxy S23,,18.2,8.8,"3,4",0.368,True,metal_box,Aerosol-2,True,21.5,10.1,"8,19",air_cushion,6339,1316,3757,1,False,3.4,544.544,1479.7391304347825,True,True,738.31,metal_box
Shoes,Nike,Court Vision, Navy 41,31.5,19.8,"11,2",1.36,False,plastic_box,Compressed_Gas-2,True,33.2,22.7,"16,19",stretch_film,6340,1412,4368,3,False,11.2,6985.4400000000005,5136.35294117647,False,True,8440.768,plastic_box
Cosmetics,Lumine,Night Cream 50ml,,10.3,14.6,"12,8",0.211,False,kraft_envelope,Corrosive-8,False,0.0,0.0,,,6341,1294,3257,2,False,12.8,1924.864,9122.578199052134,False,True,0.0,kraft_envelope
Phone,Apple,iPhone 15,,17.1,8.8,"5,5",0.452,True,kraft_envelope,UN3481-Lithium_Ion_Battery,True,19.6,11.1,"9,5",bubble_wrap,6342,1127,3127,2,False,5.5,827.6400000000001,1831.061946902655,True,True,1196.58,kraft_envelope
Food Jar,Anadolu,Tahini 500g,,11.6,12.7,"20,2",1.023,True,metal_box,Aerosol-2,False,0.0,0.0,,,6343,1343,2129,3,False,20.2,2975.8639999999996,2908.9579667644184,True,True,0.0,metal_box
Book,Classic,The Metamorphosis,,26.5,14.0,"3,9",0.559,False,poly_bag,Corrosive-8,True,29.8,16.8,"12,01",foam_protector,6344,1281,4632,1,False,3.9,1446.8999999999999,2588.3720930232553,False,True,1952.496,poly_bag
Laptop,Lenovo,ThinkBook 14,,36.8,25.2,"2,8",1.895,True,plastic_box,Aerosol-2,True,42.5,29.6,"25,43",corner_guard,6345,1016,3770,3,False,2.8,2596.6079999999997,1370.2416886543533,True,True,3522.3999999999996,plastic_box
Book,Classic,Crime and Punishment,,23.1,14.9,"2,5",0.923,False,rigid_box,Corrosive-8,True,25.8,18.9,"11,93",stretch_film,6346,1070,5031,2,False,2.5,860.4750000000001,932.2589382448539,False,True,1219.05,rigid_box
Home Decor,HomeArt,Glass Vase Medium,,30.4,23.5,"18,5",1.011,False,kraft_envelope,Compressed_Gas-2,True,34.7,26.0,"18,86",corner_guard,6347,1268,4079,2,False,18.5,13216.4,13072.601384767559,False,True,16690.7,kraft_envelope
Phone,Apple,iPhone 13, 512GB Midnight,14.3,11.0,"5,3",0.306,False,glass_jar,Aerosol-2,False,0.0,0.0,,,6348,1324,3376,3,False,5.3,833.69,2724.4771241830067,False,True,0.0,glass_jar
Appliance,Philips,Kettle,,34.9,28.5,"10,5",1.781,False,rigid_box,Flammable_Liquid-3,True,35.9,32.9,"23,4",double_carton,6349,1281,4631,1,False,10.5,10443.824999999999,5864.0230207748455,False,True,12401.654999999999,rigid_box
Shoes,Adidas,Duramo, 36,31.2,23.2,"10,3",0.938,False,poly_bag,Flammable_Liquid-3,True,34.4,26.1,"18,35",double_carton,6350,1304,4037,1,False,10.3,7455.552,7948.349680170576,False,True,9247.752,poly_bag
Book,Classic,The Metamorphosis,,22.6,16.4,"4,0",0.796,False,poly_bag,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6351,1450,3443,3,False,4.0,1482.56,1862.5125628140702,False,True,0.0,poly_bag
Phone,Samsung,Galaxy S22, 256GB Blue,15.8,9.1,"3,7",0.42,True,metal_box,Aerosol-2,True,17.7,12.7,"10,33",bubble_wrap,6352,1006,4515,2,False,3.7,531.986,1266.6333333333334,True,True,831.723,metal_box
Textile,SoftWear,Basic T-Shirt M, Navy 38,26.5,25.2,"7,8",0.51,False,cardboard_box,Aerosol-2,False,0.0,0.0,,,6353,1313,2201,1,False,7.8,5208.839999999999,10213.411764705881,False,True,0.0,cardboard_box
Shoes,Nike,InfinityRN, 41,34.4,21.8,"12,3",0.904,False,plastic_box,Flammable_Liquid-3,False,0.0,0.0,,,6354,1304,4036,3,False,12.3,9224.016,10203.557522123892,False,True,0.0,plastic_box
Phone,Samsung,Galaxy S24, 512GB Blue,14.7,8.0,"5,0",0.311,True,glass_jar,Flammable_Liquid-3,True,17.8,10.8,"7,38",air_cushion,6355,1102,2002,2,False,5.0,588.0,1890.6752411575562,True,True,961.2,glass_jar
Textile,SoftWear,Hoodie L, 37,27.4,22.2,"7,6",0.472,False,plastic_box,UN3481-Lithium_Ion_Battery,True,31.8,24.2,"16,04",stretch_film,6356,1308,2120,1,False,7.6,4622.928,9794.338983050848,False,True,5848.655999999999,plastic_box
Home Decor,HomeArt,Candle Set of 3,,24.1,20.2,"21,5",1.843,False,poly_bag,Aerosol-2,True,26.1,24.7,"14,84",double_carton,6357,1192,4972,1,False,21.5,10466.63,5679.126424308193,False,True,13860.405000000002,poly_bag
Toy,ToyLand,Remote Control Car,,16.5,17.3,"21,2",0.649,False,glass_jar,,False,0.0,0.0,,,6358,1240,3003,3,False,21.2,6051.54,9324.406779661016,False,False,0.0,glass_jar
Toy,ToyLand,Plush Bear 50cm,,13.8,21.5,"17,0",1.084,False,cardboard_box,Compressed_Gas-2,True,16.5,25.4,"11,9",double_carton,6359,1061,2865,2,False,17.0,5043.9,4653.044280442804,False,True,7124.7,cardboard_box
Appliance,Philips,Air Fryer XL,,34.2,27.6,"8,8",2.024,False,cardboard_box,Corrosive-8,True,39.3,31.2,"22,89",bubble_wrap,6360,1016,3771,1,False,8.8,8306.496000000001,4104.0,False,True,10790.207999999999,cardboard_box
Textile,SoftWear,Hoodie L, Grey 40,28.4,15.1,"8,3",0.911,False,metal_box,Flammable_Liquid-3,False,0.0,0.0,,,6361,1170,3033,3,False,8.3,3559.3720000000003,3907.1042810098793,False,True,0.0,metal_box
Textile,SoftWear,Hoodie L, Red 39,29.9,21.3,"4,4",0.484,True,rigid_box,UN3481-Lithium_Ion_Battery,True,32.2,22.3,"15,27",corner_guard,6362,1024,4456,1,False,4.4,2802.228,5789.727272727273,True,True,3159.4640000000004,rigid_box
Toy,ToyLand,Plush Bear 50cm,,19.9,16.8,"25,5",0.427,False,glass_jar,Corrosive-8,False,0.0,0.0,,,6363,1250,4617,2,False,25.5,8525.16,19965.245901639344,False,True,0.0,glass_jar
Phone,Samsung,Galaxy S23,,13.7,10.9,"3,0",0.305,False,poly_bag,Corrosive-8,True,16.3,13.9,"7,9",stretch_film,6364,1252,2214,1,False,3.0,447.98999999999995,1468.8196721311474,False,True,679.71,poly_bag
Textile,SoftWear,Hoodie L, Grey 42,26.5,24.8,"4,4",0.41,False,cardboard_box,,False,0.0,0.0,,,6365,1386,3267,2,False,4.4,2891.6800000000003,7052.878048780489,False,False,0.0,cardboard_box
Cosmetics,Lumine,Day Cream 50ml,,10.4,14.0,"12,7",0.614,False,metal_box,UN3481-Lithium_Ion_Battery,True,13.4,18.1,"8,94",corner_guard,6366,1206,2971,1,False,12.7,1849.12,3011.5960912052115,False,True,3080.2580000000003,metal_box
Home Decor,HomeArt,Metal Frame 20x30,,23.0,22.8,"22,1",1.163,False,metal_box,Compressed_Gas-2,False,0.0,0.0,,,6367,1028,3039,1,False,22.1,11589.24,9964.952708512466,False,True,0.0,metal_box
Book,Classic,Madonna in a Fur Coat,,25.3,15.0,"3,1",0.497,False,cardboard_box,Corrosive-8,True,27.7,19.1,"14,25",double_carton,6368,1116,4121,3,False,3.1,1176.45,2367.1026156941653,False,True,1640.1170000000002,cardboard_box
Cosmetics,Lumine,Night Cream 50ml,,11.2,11.3,"6,9",0.383,False,poly_bag,Compressed_Gas-2,True,13.5,13.9,"8,39",double_carton,6369,1490,4043,1,False,6.9,873.264,2280.0626631853784,False,True,1294.785,poly_bag
Book,Classic,Crime and Punishment,,24.6,16.2,"2,9",1.233,True,plastic_box,UN3481-Lithium_Ion_Battery,True,29.0,20.1,"13,63",double_carton,6370,1415,3325,2,False,2.9,1155.7079999999999,937.3138686131385,True,True,1690.4100000000003,plastic_box
Shoes,Nike,Court Vision, Red,28.2,23.8,"10,2",0.771,False,metal_box,Compressed_Gas-2,True,31.8,27.0,"17,38",stretch_film,6371,1281,4628,3,False,10.2,6845.831999999999,8879.15953307393,False,True,8757.72,metal_box
Shoes,Nike,Revolution, 42,30.7,24.1,"11,6",1.07,False,poly_bag,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6372,1379,2674,2,False,11.6,8582.492,8021.020560747664,False,True,0.0,poly_bag
Cosmetics,Lumine,Night Cream 50ml,,11.6,13.2,"12,0",0.268,False,cardboard_box,UN3481-Lithium_Ion_Battery,True,14.6,15.9,"8,35",double_carton,6373,1143,3405,2,False,12.0,1837.4399999999996,6856.119402985073,False,True,2785.68,cardboard_box
Shoes,Nike,Air Zoom Pegasus, Black,34.0,21.9,"12,6",1.232,False,rigid_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6374,1024,4453,3,False,12.6,9381.96,7615.227272727272,False,True,0.0,rigid_box
Food Jar,Anadolu,Hazelnut Paste 320g,,12.4,10.1,"14,6",1.457,True,cardboard_box,Aerosol-2,True,16.3,13.0,"8,51",air_cushion,6375,1309,2533,2,False,14.6,1828.504,1254.978723404255,True,True,3093.74,cardboard_box
Food Jar,Anadolu,Tahini 500g,,12.0,11.9,"14,1",1.444,True,kraft_envelope,Corrosive-8,True,17.0,15.1,"9,25",bubble_wrap,6376,1155,4584,1,False,14.1,2013.48,1394.3767313019391,True,True,3619.47,kraft_envelope
Phone,Apple,iPhone 15,,17.6,8.3,"6,3",0.532,False,glass_jar,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6377,1072,4741,3,False,6.3,920.3040000000001,1729.8947368421054,False,True,0.0,glass_jar
Cosmetics,Lumine,Day Cream 50ml,,12.1,12.8,"11,8",0.309,False,cardboard_box,Aerosol-2,True,13.6,13.8,"8,15",corner_guard,6378,1119,3597,1,False,11.8,1827.584,5914.511326860842,False,True,2214.6240000000003,cardboard_box
Food Jar,Anadolu,Tahini 500g,,11.0,10.1,"19,2",1.026,True,poly_bag,UN3481-Lithium_Ion_Battery,True,13.6,13.3,"8,48",corner_guard,6379,1311,4556,1,False,19.2,2133.12,2079.06432748538,True,True,3472.8959999999997,poly_bag
Phone,Apple,iPhone 15 Plus,,14.8,10.4,"3,7",0.57,False,plastic_box,Aerosol-2,True,17.1,13.2,"7,89",stretch_film,6380,1320,3982,2,False,3.7,569.5040000000001,999.1298245614038,False,True,835.164,plastic_box
Book,Classic,Les Miserables,,23.0,16.1,"3,1",0.724,False,rigid_box,Compressed_Gas-2,True,27.5,18.6,"13,22",foam_protector,6381,1092,4346,2,False,3.1,1147.93,1585.5386740331494,False,True,1585.6500000000003,rigid_box
Book,Classic,Madonna in a Fur Coat,,23.2,16.5,"2,7",0.51,False,poly_bag,Aerosol-2,False,0.0,0.0,,,6382,1085,3073,1,False,2.7,1033.5600000000002,2026.588235294118,False,True,0.0,poly_bag
Book,Classic,The Metamorphosis,,23.7,17.4,"2,4",0.546,True,metal_box,Corrosive-8,False,0.0,0.0,,,6383,1335,4279,3,False,2.4,989.7119999999998,1812.6593406593402,True,True,0.0,metal_box
Shoes,Nike,Court Vision, Navy,29.2,22.6,"11,2",1.067,False,poly_bag,Aerosol-2,True,31.3,23.6,"15,6",foam_protector,6384,1424,4773,1,False,11.2,7391.104,6926.995313964387,False,True,8273.216,poly_bag
Phone,Samsung,Galaxy A34,,14.3,7.7,"6,2",0.712,True,cardboard_box,Corrosive-8,True,18.3,10.2,"7,3",bubble_wrap,6385,1498,2758,1,False,6.2,682.6820000000001,958.8230337078654,True,True,1157.292,cardboard_box
Toy,ToyLand,Remote Control Car,,31.2,20.5,"15,4",1.388,False,kraft_envelope,Aerosol-2,False,0.0,0.0,,,6386,1363,2312,2,False,15.4,9849.84,7096.4265129683,False,True,0.0,kraft_envelope
Phone,Samsung,Galaxy S23,,17.9,6.9,"6,3",0.438,False,glass_jar,Corrosive-8,True,21.6,9.3,"7,51",bubble_wrap,6387,1434,4207,2,False,6.3,778.1129999999999,1776.5136986301368,False,True,1265.544,glass_jar
Cosmetics,Lumine,Hyaluronic Acid Serum 30ml,,9.3,9.7,"9,2",0.472,False,cardboard_box,Compressed_Gas-2,False,0.0,0.0,,,6388,1117,4162,1,False,9.2,829.9319999999999,1758.3305084745762,False,True,0.0,cardboard_box
Laptop,Dell,Vostro 15, 128GB Silver,39.5,25.2,"3,4",1.509,False,metal_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6389,1232,3171,1,False,3.4,3384.3599999999997,2242.783300198807,False,True,0.0,metal_box
Phone,Apple,iPhone 15 Plus,,18.2,6.7,"5,6",0.327,True,glass_jar,Aerosol-2,True,21.4,10.4,"8,4",air_cushion,6390,1198,3462,2,False,5.6,682.8639999999999,2088.269113149847,True,True,1246.336,glass_jar
Toy,ToyLand,Plush Bear 50cm,,25.1,20.4,"20,7",0.698,False,poly_bag,Flammable_Liquid-3,False,0.0,0.0,,,6391,1205,2469,1,False,20.7,10599.228,15185.14040114613,False,True,0.0,poly_bag
Textile,SoftWear,Polar Jacket L, 41,22.6,22.4,"5,2",0.598,False,metal_box,Compressed_Gas-2,True,25.4,25.6,"14,25",air_cushion,6392,1412,4364,2,False,5.2,2632.4480000000003,4402.08695652174,False,True,3381.248,metal_box
Textile,SoftWear,Basic T-Shirt M, Grey 42,31.8,22.8,"6,0",0.871,False,cardboard_box,,False,0.0,0.0,,,6393,1338,4446,1,False,6.0,4350.240000000001,4994.535017221585,False,False,0.0,cardboard_box
Food Jar,Anadolu,Flower Honey 850g,,11.0,10.0,"16,8",1.525,True,metal_box,Corrosive-8,True,12.8,13.0,"8,28",bubble_wrap,6394,1146,3458,3,False,16.8,1848.0,1211.8032786885246,True,True,2795.5200000000004,metal_box
Laptop,Dell,Inspiron 14,,29.6,30.2,"3,2",1.388,False,rigid_box,Corrosive-8,False,0.0,0.0,,,6395,1449,3878,3,False,3.2,2860.5440000000003,2060.910662824208,False,True,0.0,rigid_box
Textile,SoftWear,Hoodie L, Red,27.9,18.8,"5,9",0.35,False,metal_box,Flammable_Liquid-3,False,0.0,0.0,,,6396,1424,4769,1,False,5.9,3094.668,8841.908571428572,False,True,0.0,metal_box
Shoes,Nike,Court Vision, Black,29.8,21.2,"10,0",1.008,False,poly_bag,Flammable_Liquid-3,False,0.0,0.0,,,6397,1428,4915,2,False,10.0,6317.6,6267.460317460318,False,True,0.0,poly_bag
Shoes,Adidas,Grand Court, Navy 43,35.6,23.9,"12,2",0.835,False,plastic_box,,False,0.0,0.0,,,6398,1270,2021,1,False,12.2,10380.248,12431.434730538922,False,False,0.0,plastic_box
Toy,ToyLand,Plush Bear 50cm,,30.5,22.2,"19,3",1.186,False,plastic_box,Aerosol-2,False,0.0,0.0,,,6399,1386,3261,1,False,19.3,13068.03,11018.575042158516,False,True,0.0,plastic_box
Toy,ToyLand,Plush Bear 50cm,,25.4,15.7,"20,0",1.159,True,kraft_envelope,Flammable_Liquid-3,True,26.5,18.2,"11,73",double_carton,6400,1138,2755,2,False,20.0,7975.599999999999,6881.449525452976,True,True,9646.0,kraft_envelope
Toy,ToyLand,Remote Control Car,,22.1,20.3,"15,3",0.734,False,rigid_box,Aerosol-2,True,23.8,25.5,"13,6",double_carton,6401,1180,3796,1,False,15.3,6864.039000000001,9351.551771117167,False,True,9285.57,rigid_box
Phone,Apple,iPhone 13,,17.4,6.4,"5,3",0.552,True,glass_jar,Corrosive-8,True,21.9,10.2,"7,85",foam_protector,6402,1429,5014,2,False,5.3,590.208,1069.2173913043478,True,True,1183.9139999999998,glass_jar
Laptop,Lenovo,Yoga Slim 7, 512GB Silver,37.7,24.0,"2,6",1.585,False,poly_bag,Flammable_Liquid-3,False,0.0,0.0,,,6403,1029,4708,1,False,2.6,2352.4800000000005,1484.2145110410097,False,True,0.0,poly_bag
Textile,SoftWear,Polar Jacket L, Red,28.7,26.5,"6,4",0.451,False,glass_jar,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6404,1056,4463,2,False,6.4,4867.5199999999995,10792.727272727272,False,True,0.0,glass_jar
Phone,Apple,iPhone 14,,17.9,9.4,"5,5",0.53,True,cardboard_box,UN3481-Lithium_Ion_Battery,True,20.5,12.0,"8,19",air_cushion,6405,1231,4976,1,False,5.5,925.43,1746.0943396226414,True,True,1353.0,cardboard_box
Book,Classic,Les Miserables,,20.5,15.4,"3,6",0.639,False,glass_jar,Compressed_Gas-2,False,0.0,0.0,,,6406,1145,4497,3,False,3.6,1136.52,1778.5915492957745,False,True,0.0,glass_jar
Appliance,Philips,Kettle,,36.1,25.8,"6,3",3.491,True,plastic_box,Flammable_Liquid-3,True,40.3,28.8,"23,22",bubble_wrap,6407,1434,4205,2,False,6.3,5867.694,1680.806072758522,True,True,7312.031999999999,plastic_box
Food Jar,Anadolu,Flower Honey 850g,,12.5,13.1,"19,3",1.241,False,plastic_box,Corrosive-8,True,17.3,15.3,"10,2",stretch_film,6408,1383,3635,3,False,19.3,3160.375,2546.6357775987103,False,True,5108.517,plastic_box
Laptop,Lenovo,ThinkBook 14, 256GB Graphite,31.4,30.2,"4,1",1.572,True,rigid_box,Corrosive-8,True,33.6,34.0,"21,64",air_cushion,6409,1047,2852,2,False,4.1,3887.9479999999994,2473.249363867684,True,True,4683.84,rigid_box
Textile,SoftWear,Hoodie L, 43,28.5,16.6,"5,7",0.511,False,poly_bag,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6410,1193,3649,2,False,5.7,2696.67,5277.240704500979,False,True,0.0,poly_bag
Textile,SoftWear,Jeans 32x32, Red,24.8,20.3,"4,9",0.218,False,poly_bag,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6411,1223,3302,2,False,4.9,2466.856,11315.853211009175,False,True,0.0,poly_bag
Textile,SoftWear,Jeans 32x32, White 38,30.5,23.4,"5,3",0.737,False,kraft_envelope,Flammable_Liquid-3,False,0.0,0.0,,,6412,1135,2736,2,False,5.3,3782.6099999999997,5132.442333785617,False,True,0.0,kraft_envelope
Shoes,Nike,Air Zoom Pegasus,,30.3,22.1,"11,1",1.046,False,poly_bag,Compressed_Gas-2,True,33.4,25.5,"17,77",bubble_wrap,6413,1021,2208,1,False,11.1,7432.893000000001,7106.016252390058,False,True,9453.869999999999,poly_bag
Phone,Apple,iPhone 15 Plus,,12.3,9.8,"4,6",0.537,False,rigid_box,Aerosol-2,True,14.6,13.7,"8,23",stretch_film,6414,1005,3778,1,False,4.6,554.484,1032.558659217877,False,True,920.0919999999999,rigid_box
Shoes,Nike,Downshifter, Red 40,32.6,16.0,"13,7",1.233,False,rigid_box,Aerosol-2,True,34.3,19.3,"14,43",foam_protector,6415,1203,4229,2,False,13.7,7145.92,5795.555555555555,False,True,9069.262999999999,rigid_box
Textile,SoftWear,Hoodie L, Black,32.3,25.1,"5,1",0.51,True,metal_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6416,1238,4141,1,False,5.1,4134.723,8107.3,True,True,0.0,metal_box
Laptop,Dell,Inspiron 14, 128GB Silver,38.5,20.9,"3,9",1.721,False,metal_box,Aerosol-2,True,41.8,24.1,"19,61",foam_protector,6417,1184,4213,2,False,3.9,3138.1349999999998,1823.4369552585704,False,True,3928.7819999999997,metal_box
Laptop,Dell,Vostro 15, 256GB Midnight,35.1,23.1,"2,7",1.066,False,rigid_box,UN3481-Lithium_Ion_Battery,True,38.3,26.3,"19,91",air_cushion,6418,1359,2097,2,False,2.7,2189.1870000000004,2053.646341463415,False,True,2719.683,rigid_box
Toy,ToyLand,Wooden Block Set 60 pcs,,27.9,23.8,"16,5",1.148,False,glass_jar,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6419,1291,4531,3,False,16.5,10956.33,9543.841463414636,False,True,0.0,glass_jar
Toy,ToyLand,Plush Bear 50cm,,25.0,21.8,"21,7",1.019,True,glass_jar,UN3481-Lithium_Ion_Battery,True,29.1,23.7,"15,17",foam_protector,6420,1334,4684,2,False,21.7,11826.5,11605.986261040236,True,True,14965.838999999998,glass_jar
Phone,Apple,iPhone 15 Plus, 128GB Midnight,17.9,6.5,"3,4",0.257,True,kraft_envelope,Compressed_Gas-2,False,0.0,0.0,,,6421,1219,3289,2,False,3.4,395.59,1539.2607003891048,True,True,0.0,kraft_envelope
Appliance,Philips,Kettle,,32.3,22.6,"10,1",2.25,False,kraft_envelope,Aerosol-2,False,0.0,0.0,,,6422,1115,3168,1,False,10.1,7372.798,3276.799111111111,False,True,0.0,kraft_envelope
Phone,Samsung,Galaxy S24,,15.0,5.7,"4,2",0.409,True,kraft_envelope,UN3481-Lithium_Ion_Battery,True,17.6,11.6,"8,25",corner_guard,6423,1312,3964,2,False,4.2,359.1,877.99511002445,True,True,857.472,kraft_envelope
Textile,SoftWear,Basic T-Shirt M, Navy 38,31.9,21.9,"5,6",0.393,False,poly_bag,Corrosive-8,True,35.9,23.7,"17,77",corner_guard,6424,1048,2232,2,False,5.6,3912.215999999999,9954.74809160305,False,True,4764.647999999999,poly_bag
Appliance,Philips,Air Fryer XL,,34.5,26.2,"9,1",1.94,True,rigid_box,UN3481-Lithium_Ion_Battery,True,36.8,27.2,"19,52",stretch_film,6425,1172,3969,3,False,9.1,8225.49,4239.943298969072,True,True,9108.735999999999,rigid_box
Textile,SoftWear,Basic T-Shirt M,,31.7,20.0,"3,9",0.273,False,rigid_box,Flammable_Liquid-3,False,0.0,0.0,,,6426,1081,4606,1,False,3.9,2472.6,9057.142857142857,False,True,0.0,rigid_box
Shoes,Adidas,Superstar, 38,35.9,18.0,"12,3",1.544,False,cardboard_box,UN3481-Lithium_Ion_Battery,True,38.2,20.7,"18,58",double_carton,6427,1321,4013,1,False,12.3,7948.259999999999,5147.836787564766,False,True,9726.102,cardboard_box
Textile,SoftWear,Jeans 32x32, Black 39,18.9,23.6,"6,7",0.761,False,plastic_box,Flammable_Liquid-3,False,0.0,0.0,,,6428,1332,4814,3,False,6.7,2988.4680000000003,3927.027595269383,False,True,0.0,plastic_box
