sku;category;brand;model;variant;width_cm;length_cm;height_cm;weight_kg;fragile;package_type;hazard_class;extra_package;extra_width_cm;extra_length_cm;extra_price_usd;extra_type
DELL-D4E403;Laptop;Dell;Vostro 15; 512GB Midnight;36,6;21,2;2,0;1,863;True;metal_box;UN3481-Lithium_Ion_Battery;True;40.0;22.2;18.01;air_cushion
DELL-D9D141;Laptop;Dell;XPS 13; 128GB Graphite;38,2;26,9;1,8;0,823;False;cardboard_box;Compressed_Gas-2;False;39.6;31.4;23.15;foam_protector
DELL-DFFE20;Laptop;Dell;XPS 13; 256GB Midnight;30,7;21,5;2,2;1,666;True;poly_bag;Compressed_Gas-2;True;33.2;23.9;16.4;corner_guard
DELL-E42E1F;Laptop;Dell;Inspiron 14; 128GB Silver;42,4;21,2;1,7;1,55;False;glass_jar;UN3481-Lithium_Ion_Battery;False;37.6;30.1;21.48;stretch_film
DELL-ECD3F6;Laptop;Dell;Vostro 15;;40,6;20,2;2,8;1,561;True;metal_box;Aerosol-2;False;36.9;29.0;20.55;corner_guard
DELL-F1889D;Laptop;Dell;Vostro 15; 256GB Midnight;39,4;21,6;2,6;1,581;False;metal_box;UN3481-Lithium_Ion_Battery;False;38.3;26.3;19.91;air_cushion
DELL-F5E774;Laptop;Dell;Inspiron 14; 512GB Blue;42,9;22,5;2,9;1,82;False;kraft_envelope;Compressed_Gas-2;False;34.9;27.6;18.95;corner_guard
DELL-F9FDFA;Laptop;Dell;Vostro 15; 128GB Graphite;30,0;22,9;3,6;1,665;False;cardboard_box;Compressed_Gas-2;False;43.1;28.8;24.34;foam_protector
HOME-23551E;Home Decor;HomeArt;Metal Frame 20x30;;34,4;30,2;23,4;0,351;False;glass_jar;Compressed_Gas-2;False;32.7;19.5;14.6;double_carton
HOME-592310;Home Decor;HomeArt;Candle Set of 3;;30,4;33,4;21,1;1,139;False;plastic_box;Compressed_Gas-2;True;34.5;37.4;25.45;foam_protector
HOME-C2688F;Home Decor;HomeArt;Glass Vase Medium;;25,2;29,4;16,9;1,442;True;rigid_box;Aerosol-2;True;27.7;33.7;18.86;stretch_film
LENO-03D3AE;Laptop;Lenovo;IdeaPad 3; 256GB Silver;41,3;27,8;2,9;1,608;True;glass_jar;Compressed_Gas-2;True;43.3;29.8;24.56;corner_guard
LENO-0B651C;Laptop;Lenovo;ThinkBook 14; 128GB Midnight;38,1;20,5;2,7;2,104;True;glass_jar;Compressed_Gas-2;True;41.0;24.3;20.83;stretch_film
LENO-12ED48;Laptop;Lenovo;Yoga Slim 7; 128GB Graphite;35,3;24,4;2,8;1,202;True;poly_bag;UN3481-Lithium_Ion_Battery;True;37.7;27.1;19.9;bubble_wrap
LENO-15F191;Laptop;Lenovo;ThinkBook 14; 256GB Black;36,5;23,5;1,6;2,008;False;metal_box;Compressed_Gas-2;False;37.5;25.4;18.79;bubble_wrap
LENO-1711A6;Laptop;Lenovo;ThinkBook 14; 512GB Midnight;38,1;25,1;2,5;1,583;False;metal_box;;True;41.3;27.9;22.62;stretch_film
LENO-1BEDE7;Laptop;Lenovo;Yoga Slim 7; 128GB Black;31,5;21,6;2,2;1,862;True;glass_jar;Compressed_Gas-2;True;34.6;24.2;17.06;bubble_wrap
LENO-1F690D;Laptop;Lenovo;IdeaPad 3; 256GB Midnight;39,3;21,1;3,7;1,327;False;plastic_box;Flammable_Liquid-3;True;41.7;25.6;20.9;corner_guard
LENO-210645;Laptop;Lenovo;IdeaPad 3; 256GB Black;34,1;22,3;2,2;1,053;False;metal_box;Aerosol-2;False;38.6;29.6;21.75;stretch_film
LENO-26CCCC;Laptop;Lenovo;ThinkBook 14;;39,4;21,8;2,9;1,772;True;poly_bag;Compressed_Gas-2;True;42.3;22.8;19.06;air_cushion
LENO-2A0BAD;Laptop;Lenovo;ThinkBook 14; 512GB Blue;38,1;22,0;3,4;1,203;False;cardboard_box;Compressed_Gas-2;False;35.4;26.3;19.59;corner_guard
LENO-3255D1;Laptop;Lenovo;Yoga Slim 7; 512GB Black;33,2;24,8;2,2;1,72;False;kraft_envelope;Aerosol-2;False;44.8;23.8;21.18;foam_protector
LENO-39CD1C;Laptop;Lenovo;ThinkBook 14; 512GB Starlight;39,5;28,1;2,1;1,37;True;cardboard_box;Corrosive-8;False;36.2;28.0;19.9;stretch_film
LENO-425F38;Laptop;Lenovo;Yoga Slim 7; 512GB Silver;32,6;23,4;3,5;1,81;False;plastic_box;Flammable_Liquid-3;True;34.5;28.3;20.84;stretch_film
LENO-4F6C47;Laptop;Lenovo;Yoga Slim 7; 512GB Midnight;31,2;22,5;2,6;1,379;True;cardboard_box;UN3481-Lithium_Ion_Battery;True;35.2;25.6;18.02;double_carton
LENO-4FFA5E;Laptop;Lenovo;IdeaPad 3; 128GB Graphite;30,8;25,3;2,5;2,111;True;glass_jar;Aerosol-2;True;33.9;28.3;19.8;bubble_wrap
LENO-554CE9;Laptop;Lenovo;IdeaPad 3;;33,9;22,8;3,2;1,805;True;metal_box;Compressed_Gas-2;False;32.8;29.7;19.78;bubble_wrap
LENO-5922C8;Laptop;Lenovo;Yoga Slim 7; 128GB Silver;32,5;24,8;3,2;2,22;True;rigid_box;Flammable_Liquid-3;True;36.2;28.5;20.32;bubble_wrap
LENO-5AA310;Laptop;Lenovo;IdeaPad 3; 512GB Graphite;35,4;21,1;3,5;1,59;False;glass_jar;Flammable_Liquid-3;True;39.4;22.4;18.14;bubble_wrap
LENO-5C39C5;Laptop;Lenovo;IdeaPad 3; 128GB Silver;32,7;24,0;4,0;1,565;False;metal_box;Flammable_Liquid-3;False;39.8;35.6;26.29;corner_guard
LENO-5C83DB;Laptop;Lenovo;Yoga Slim 7; 128GB Midnight;37,6;24,2;2,6;1,752;True;plastic_box;Compressed_Gas-2;True;39.3;25.2;20.09;air_cushion
LENO-5D0CCD;Laptop;Lenovo;ThinkBook 14; 256GB Starlight;34,4;17,4;2,3;1,843;False;kraft_envelope;Flammable_Liquid-3;True;36.3;20.4;15.98;bubble_wrap
LENO-6241EF;Laptop;Lenovo;ThinkBook 14; 512GB Graphite;32,3;25,9;3,9;1,606;False;plastic_box;Aerosol-2;True;36.2;28.3;19.87;bubble_wrap
LENO-6509ED;Laptop;Lenovo;IdeaPad 3; 128GB Blue;32,4;22,3;4,2;1,694;True;kraft_envelope;Flammable_Liquid-3;True;36.3;25.0;18.96;foam_protector
LENO-6CD0FB;Laptop;Lenovo;ThinkBook 14; 128GB Starlight;37,6;24,1;2,6;1,749;True;metal_box;Compressed_Gas-2;False;34.6;26.3;19.16;air_cushion
LENO-6EFB5C;Laptop;Lenovo;ThinkBook 14; 256GB Silver;39,6;26,2;3,7;1,218;True;kraft_envelope;Corrosive-8;True;43.5;29.7;24.23;corner_guard
LENO-748F90;Laptop;Lenovo;IdeaPad 3; 512GB Black;43,2;25,5;2,1;1,923;False;plastic_box;Aerosol-2;False;33.9;29.1;19.74;air_cushion
LENO-7BF231;Laptop;Lenovo;IdeaPad 3; 256GB Graphite;34,6;23,9;2,9;1,927;True;rigid_box;UN3481-Lithium_Ion_Battery;True;37.2;27.6;19.9;foam_protector
LENO-80B83C;Laptop;Lenovo;ThinkBook 14; 128GB Graphite;36,4;20,6;3,2;1,289;True;metal_box;Flammable_Liquid-3;True;39.4;23.0;18.09;air_cushion
LENO-89ACD4;Laptop;Lenovo;IdeaPad 3; 128GB Black;39,6;24,1;2,3;1,235;False;plastic_box;Aerosol-2;True;42.3;27.4;21.89;foam_protector
LENO-941475;Laptop;Lenovo;Yoga Slim 7; 256GB Black;34,3;20,4;2,6;1,77;True;poly_bag;Aerosol-2;True;39.0;23.5;18.92;bubble_wrap
LENO-98DA16;Laptop;Lenovo;ThinkBook 14; 128GB Blue;33,4;23,5;3,0;1,336;True;rigid_box;Flammable_Liquid-3;True;35.7;27.1;19.82;bubble_wrap
LENO-A0E287;Laptop;Lenovo;ThinkBook 14; 256GB Midnight;42,5;23,9;3,9;1,48;False;cardboard_box;Compressed_Gas-2;True;45.9;27.3;23.3;bubble_wrap
LENO-A35C5C;Laptop;Lenovo;IdeaPad 3; 256GB Blue;33,7;26,6;2,8;1,955;True;metal_box;Compressed_Gas-2;False;27.8;19.6;13.55;double_carton
LENO-B8CEE5;Laptop;Lenovo;Yoga Slim 7; 256GB Graphite;32,8;23,9;2,9;1,133;True;kraft_envelope;Compressed_Gas-2;True;34.7;28.1;19.13;bubble_wrap
LENO-C37914;Laptop;Lenovo;Yoga Slim 7; 512GB Blue;32,5;23,3;2,9;1,948;True;plastic_box;UN3481-Lithium_Ion_Battery;False;39.4;26.2;19.98;corner_guard
LENO-C5FA1C;Laptop;Lenovo;IdeaPad 3; 512GB Silver;29,3;24,6;3,6;1,745;False;plastic_box;Compressed_Gas-2;True;31.9;27.7;17.76;foam_protector
LENO-C66B64;Laptop;Lenovo;ThinkBook 14; 256GB Blue;30,3;24,9;4,0;1,467;False;metal_box;Flammable_Liquid-3;True;33.2;27.6;18.3;foam_protector
LENO-CA478C;Laptop;Lenovo;IdeaPad 3; 512GB Blue;30,6;29,8;3,6;2,091;False;glass_jar;UN3481-Lithium_Ion_Battery;False;;;;
LENO-CA4C8B;Laptop;Lenovo;ThinkBook 14; 512GB Black;35,8;27,7;3,3;1,094;False;poly_bag;Compressed_Gas-2;False;40.0;27.9;22.25;corner_guard
LENO-CC32D1;Laptop;Lenovo;Yoga Slim 7; 512GB Starlight;39,1;22,1;3,7;1,429;False;plastic_box;Corrosive-8;False;42.2;25.7;21.65;corner_guard
LENO-CE4B36;Laptop;Lenovo;Yoga Slim 7; 512GB Graphite;31,6;22,7;2,5;1,498;False;rigid_box;Corrosive-8;True;34.9;25.9;18.54;air_cushion
LENO-D5E8DC;Laptop;Lenovo;Yoga Slim 7; 256GB Silver;43,5;25,0;2,3;1,43;False;cardboard_box;Compressed_Gas-2;True;46.0;27.4;24.07;bubble_wrap
LENO-DA7DC5;Laptop;Lenovo;Yoga Slim 7; 256GB Blue;36,6;25,7;4,0;1,898;False;poly_bag;Flammable_Liquid-3;True;39.6;28.4;21.37;air_cushion
LENO-DB1000;Laptop;Lenovo;IdeaPad 3; 128GB Starlight;41,7;27,6;3,0;1,319;False;metal_box;Flammable_Liquid-3;False;;;;
LENO-DB91CC;Laptop;Lenovo;IdeaPad 3; 512GB Midnight;33,0;23,9;2,9;1,582;False;poly_bag;UN3481-Lithium_Ion_Battery;False;43.3;25.0;21.7;stretch_film
LENO-DE8B59;Laptop;Lenovo;IdeaPad 3; 512GB Starlight;40,0;23,8;1,8;1,941;False;poly_bag;Compressed_Gas-2;True;43.1;27.1;22.19;stretch_film
LENO-E2A718;Laptop;Lenovo;Yoga Slim 7;;32,8;29,2;2,8;1,555;False;poly_bag;Aerosol-2;True;34.7;33.1;22.91;double_carton
LENO-E4EF84;Laptop;Lenovo;Yoga Slim 7; 128GB Blue;36,4;21,1;2,8;1,844;True;cardboard_box;Corrosive-8;True;38.6;24.9;19.87;double_carton
LENO-EB841C;Laptop;Lenovo;ThinkBook 14; 256GB Graphite;32,2;22,0;2,1;1,697;False;glass_jar;UN3481-Lithium_Ion_Battery;True;36.4;24.2;17.76;double_carton
LENO-EBDEA5;Laptop;Lenovo;IdeaPad 3; 128GB Midnight;35,6;20,8;2,3;1,246;False;poly_bag;Corrosive-8;False;43.8;32.8;26.73;foam_protector
LENO-F28E70;Laptop;Lenovo;ThinkBook 14; 512GB Silver;41,6;27,7;3,4;1,629;False;metal_box;Compressed_Gas-2;True;45.2;30.7;27.2;bubble_wrap
LENO-F3925B;Laptop;Lenovo;ThinkBook 14; 128GB Silver;35,7;24,9;2,3;1,908;False;cardboard_box;Aerosol-2;False;32.5;29.2;18.89;bubble_wrap
LENO-F398CF;Laptop;Lenovo;Yoga Slim 7; 128GB Starlight;39,2;26,7;3,2;1,862;True;cardboard_box;Compressed_Gas-2;True;41.2;28.8;22.33;bubble_wrap
LENO-F76BAF;Laptop;Lenovo;IdeaPad 3; 256GB Starlight;42,3;27,3;1,9;1,692;True;rigid_box;UN3481-Lithium_Ion_Battery;True;47.1;29.9;26.97;corner_guard
LUMI-1A506D;Cosmetics;Lumine;Night Cream 50ml;;14,0;12,4;9,6;0,235;False;plastic_box;Compressed_Gas-2;True;16.0;16.1;9.26;bubble_wrap
LUMI-24495C;Cosmetics;Lumine;Vitamin C Serum 30ml;;9,9;11,1;7,6;0,273;True;kraft_envelope;UN3481-Lithium_Ion_Battery;True;11.9;14.6;8.05;bubble_wrap
LUMI-941CEA;Cosmetics;Lumine;Hyaluronic Acid Serum 30ml;;11,1;13,3;12,9;0,425;False;cardboard_box;Compressed_Gas-2;False;15.8;16.8;9.07;stretch_film
LUMI-F2C6A3;Cosmetics;Lumine;Day Cream 50ml;;11,5;13,1;12,1;0,317;False;cardboard_box;Corrosive-8;True;14.6;14.4;8.07;stretch_film
NIKE-02A29E;Shoes;Nike;Air Zoom Pegasus; 37;30,5;19,3;11,5;0,861;False;poly_bag;UN3481-Lithium_Ion_Battery;False;30.7;23.6;15.37;double_carton
NIKE-03BBEE;Shoes;Nike;InfinityRN; Grey 38;34,2;22,0;11,8;0,978;False;metal_box;UN3481-Lithium_Ion_Battery;True;37.8;24.6;18.55;foam_protector
NIKE-04F77D;Shoes;Nike;Air Zoom Pegasus; Black 39;28,2;21,7;12,6;1,14;False;poly_bag;Aerosol-2;False;;;;
NIKE-054669;Shoes;Nike;Court Vision; Black;32,7;24,3;14,3;0,777;False;kraft_envelope;Corrosive-8;False;36.1;20.8;15.76;air_cushion
NIKE-055341;Shoes;Nike;Revolution; Navy 38;32,1;19,0;12,3;1,075;False;glass_jar;Compressed_Gas-2;False;;;;
NIKE-0590FA;Shoes;Nike;Revolution; Black 41;31,3;16,2;13,0;1,018;False;poly_bag;UN3481-Lithium_Ion_Battery;False;;;;
NIKE-05EDF9;Shoes;Nike;Downshifter; 42;28,8;19,7;11,2;1,144;False;rigid_box;Aerosol-2;False;;;;
NIKE-09F0E4;Shoes;Nike;Air Zoom Pegasus; Red 36;33,5;19,6;11,0;1,013;False;kraft_envelope;Flammable_Liquid-3;False;;;;
NIKE-0A06F3;Shoes;Nike;Revolution; Grey 40;31,6;20,9;10,8;0,489;False;kraft_envelope;Compressed_Gas-2;False;;;;
NIKE-0C0649;Shoes;Nike;Air Zoom Pegasus; Black 37;29,0;17,8;10,8;1,48;False;kraft_envelope;Aerosol-2;True;31.4;21.2;15.06;stretch_film
NIKE-0CBC56;Shoes;Nike;Downshifter; 38;30,7;24,6;11,5;1,217;False;rigid_box;Corrosive-8;True;33.3;28.9;18.94;double_carton
NIKE-0E5099;Shoes;Nike;Revolution; 39;32,9;19,7;10,0;0,523;False;plastic_box;Flammable_Liquid-3;False;34.3;26.0;19.29;double_carton
NIKE-0F2CD7;Shoes;Nike;Court Vision; Grey 38;29,1;21,8;10,1;1,142;False;glass_jar;Flammable_Liquid-3;True;33.2;22.8;16.84;double_carton
NIKE-0F443B;Shoes;Nike;InfinityRN; Black 40;31,7;19,0;11,5;0,822;False;kraft_envelope;Corrosive-8;False;;;;
NIKE-10EAE5;Shoes;Nike;InfinityRN; White 41;28,7;20,7;11,5;1,16;False;rigid_box;Compressed_Gas-2;False;33.8;23.6;16.47;corner_guard
NIKE-1110F3;Shoes;Nike;InfinityRN; Navy 41;31,7;21,9;10,6;1,071;False;kraft_envelope;Flammable_Liquid-3;True;35.8;25.2;18.03;bubble_wrap
NIKE-1323C6;Shoes;Nike;Revolution; Grey 38;30,2;22,1;13,2;0,822;False;glass_jar;UN3481-Lithium_Ion_Battery;True;34.4;25.0;18.12;stretch_film
NIKE-1473A0;Shoes;Nike;Downshifter; Grey;30,6;19,7;13,8;1,092;False;rigid_box;Compressed_Gas-2;False;35.0;25.9;18.1;bubble_wrap
NIKE-166EF2;Shoes;Nike;InfinityRN; Black 38;30,3;23,2;12,0;1,421;False;kraft_envelope;Corrosive-8;False;;;;
NIKE-16DC2F;Shoes;Nike;Court Vision; White;31,1;22,0;10,9;0,813;False;glass_jar;Corrosive-8;False;36.2;25.7;19.11;foam_protector
NIKE-172510;Shoes;Nike;Court Vision; Red 40;34,1;20,9;13,1;1,219;False;kraft_envelope;Compressed_Gas-2;False;;;;
NIKE-17A05B;Shoes;Nike;InfinityRN; Black 37;31,9;21,0;8,2;1,501;False;rigid_box;Corrosive-8;False;;;;
NIKE-1A3301;Shoes;Nike;Air Zoom Pegasus; 42;34,9;20,2;10,2;1,159;False;glass_jar;UN3481-Lithium_Ion_Battery;True;37.4;23.6;18.52;double_carton
NIKE-1CB6FA;Shoes;Nike;Downshifter; Grey 42;31,6;21,8;12,1;0,744;False;poly_bag;Aerosol-2;False;;;;
NIKE-1ED734;Shoes;Nike;Downshifter; White 37;36,1;23,5;9,2;0,498;False;plastic_box;UN3481-Lithium_Ion_Battery;False;34.6;24.9;17.83;air_cushion
NIKE-21E250;Shoes;Nike;Revolution; Red 38;28,5;19,8;11,4;1,193;False;plastic_box;Compressed_Gas-2;True;30.7;23.0;15.09;foam_protector
NIKE-22EC94;Shoes;Nike;Downshifter; Black;34,2;16,5;12,5;1,097;False;metal_box;Flammable_Liquid-3;True;37.7;17.5;15.63;corner_guard
NIKE-24921A;Shoes;Nike;InfinityRN; Navy;27,6;21,3;11,8;0,986;False;rigid_box;Aerosol-2;False;36.1;28.2;19.77;air_cushion
NIKE-25DFF6;Shoes;Nike;Downshifter; 37;29,8;23,8;13,2;1,675;False;cardboard_box;UN3481-Lithium_Ion_Battery;True;32.9;26.6;17.63;double_carton
NIKE-279935;Shoes;Nike;Downshifter; Navy 39;30,5;21,7;10,7;0,852;False;plastic_box;Flammable_Liquid-3;False;;;;
NIKE-27A078;Shoes;Nike;InfinityRN; 39;29,4;21,6;9,4;1,165;False;rigid_box;UN3481-Lithium_Ion_Battery;True;34.2;25.1;18.3;stretch_film
NIKE-28E8D9;Shoes;Nike;Court Vision; 38;29,9;20,1;12,8;1,056;False;kraft_envelope;UN3481-Lithium_Ion_Battery;True;32.0;24.8;17.43;corner_guard
NIKE-29520F;Shoes;Nike;Revolution; Grey 37;28,9;20,9;11,3;1,055;False;rigid_box;UN3481-Lithium_Ion_Battery;False;;;;
NIKE-29BACD;Shoes;Nike;Downshifter; Grey 41;33,3;20,9;13,4;1,336;False;poly_bag;Aerosol-2;False;;;;
NIKE-2A1106;Shoes;Nike;Court Vision; Red 37;35,5;21,0;13,3;1,488;False;poly_bag;Flammable_Liquid-3;True;38.8;24.9;19.89;corner_guard
NIKE-2C611A;Shoes;Nike;Revolution; Black 36;30,3;21,1;12,7;1,428;False;poly_bag;UN3481-Lithium_Ion_Battery;False;;;;
NIKE-2DD40F;Shoes;Nike;Court Vision; 36;30,3;21,5;12,0;0,569;False;kraft_envelope;UN3481-Lithium_Ion_Battery;False;;;;
NIKE-2E3889;Shoes;Nike;Air Zoom Pegasus;;31,5;19,8;14,8;1,207;False;rigid_box;UN3481-Lithium_Ion_Battery;False;34.8;23.7;18.29;foam_protector
NIKE-2F05F2;Shoes;Nike;Downshifter; Red 41;29,1;20,7;12,3;1,277;False;kraft_envelope;;True;30.3;22.1;14.54;stretch_film
NIKE-2F61C1;Shoes;Nike;Court Vision; 37;28,7;21,1;11,3;1,198;False;cardboard_box;Flammable_Liquid-3;False;36.8;26.6;19.32;bubble_wrap
NIKE-2FFD93;Shoes;Nike;Revolution; White 42;32,9;19,4;11,5;0,962;False;glass_jar;Flammable_Liquid-3;False;;;;
NIKE-300FD8;Shoes;Nike;Revolution; White 39;33,4;22,8;10,9;0,841;False;rigid_box;Flammable_Liquid-3;False;;;;
NIKE-31807F;Shoes;Nike;Air Zoom Pegasus; Black 36;30,5;21,8;10,7;1,321;False;cardboard_box;Aerosol-2;True;33.9;26.5;18.39;corner_guard
NIKE-335BC7;Shoes;Nike;Air Zoom Pegasus; 36;30,3;24,1;8,8;1,513;False;rigid_box;UN3481-Lithium_Ion_Battery;True;33.3;26.0;18.22;air_cushion
NIKE-360811;Shoes;Nike;Downshifter; 43;31,2;23,1;9,5;1,259;False;plastic_box;Compressed_Gas-2;False;33.2;24.1;17.0;double_carton
NIKE-36C917;Shoes;Nike;Court Vision; Navy 41;27,2;22,7;9,9;1,199;False;metal_box;UN3481-Lithium_Ion_Battery;False;33.2;22.7;16.19;stretch_film
NIKE-37E779;Shoes;Nike;Court Vision; Grey 42;32,8;21,1;11,7;1,244;False;plastic_box;UN3481-Lithium_Ion_Battery;True;36.1;24.2;18.44;bubble_wrap
NIKE-37E82D;Shoes;Nike;Air Zoom Pegasus; White 40;32,0;20,6;10,6;1,264;False;metal_box;Corrosive-8;True;33.5;23.9;18.02;stretch_film
NIKE-386BE1;Shoes;Nike;Air Zoom Pegasus; Black;30,6;16,6;11,0;1,631;False;rigid_box;Compressed_Gas-2;True;35.5;20.0;15.15;air_cushion
NIKE-3CA2F1;Shoes;Nike;Downshifter; Grey 37;29,8;23,0;13,6;0,82;False;plastic_box;UN3481-Lithium_Ion_Battery;True;31.7;26.7;17.2;foam_protector
NIKE-400ECB;Shoes;Nike;Court Vision; Red 41;30,2;21,4;13,6;1,391;False;plastic_box;Compressed_Gas-2;False;;;;
NIKE-404314;Shoes;Nike;Court Vision; 41;35,6;19,8;11,2;1,187;False;plastic_box;UN3481-Lithium_Ion_Battery;False;35.7;25.5;19.75;corner_guard
NIKE-4048AF;Shoes;Nike;InfinityRN; Red;28,9;20,9;10,8;1,236;False;metal_box;Flammable_Liquid-3;True;31.8;23.5;16.42;double_carton
NIKE-41D6C6;Shoes;Nike;InfinityRN; Black 43;28,4;21,5;12,6;0,907;False;kraft_envelope;Compressed_Gas-2;True;32.1;22.5;15.33;double_carton
NIKE-425636;Shoes;Nike;Air Zoom Pegasus; White 42;32,3;20,6;10,8;1,412;True;glass_jar;UN3481-Lithium_Ion_Battery;False;;;;
NIKE-425697;Shoes;Nike;Air Zoom Pegasus; Red 38;30,0;21,1;11,2;1,272;False;metal_box;Flammable_Liquid-3;False;30.7;28.4;18.34;air_cushion
NIKE-42AB26;Shoes;Nike;Downshifter; Grey 38;31,2;21,7;12,1;1,216;True;cardboard_box;Flammable_Liquid-3;True;36.0;25.2;18.47;stretch_film
NIKE-438FEF;Shoes;Nike;Air Zoom Pegasus; Navy 38;31,3;20,3;11,5;1,324;False;plastic_box;UN3481-Lithium_Ion_Battery;True;33.6;21.3;16.28;bubble_wrap
NIKE-447B7A;Shoes;Nike;Court Vision; Grey 40;28,6;24,7;11,3;0,393;False;metal_box;Flammable_Liquid-3;False;;;;
NIKE-456A80;Shoes;Nike;Court Vision; Black 37;30,3;24,5;11,5;0,752;False;glass_jar;Flammable_Liquid-3;True;32.6;27.8;18.09;double_carton
NIKE-4790DA;Shoes;Nike;Revolution; 36;29,9;22,0;12,7;1,159;False;glass_jar;Flammable_Liquid-3;False;;;;
NIKE-486B0F;Shoes;Nike;Revolution; 41;33,0;22,9;13,0;1,223;False;rigid_box;Aerosol-2;False;;;;
NIKE-4998F2;Shoes;Nike;Downshifter; Grey 40;28,2;20,7;13,0;1,105;False;kraft_envelope;Compressed_Gas-2;False;;;;
NIKE-49BA70;Shoes;Nike;Revolution; Grey 43;34,0;19,3;12,4;1,274;False;kraft_envelope;Flammable_Liquid-3;True;35.7;23.6;17.94;stretch_film
NIKE-4CA56C;Shoes;Nike;InfinityRN; White;34,9;22,5;12,0;0,871;False;poly_bag;Aerosol-2;False;35.9;23.7;17.74;double_carton
NIKE-4D0F9A;Shoes;Nike;Court Vision; Black 38;36,4;20,7;12,7;1,133;False;cardboard_box;Flammable_Liquid-3;False;;;;
NIKE-4DA6CE;Shoes;Nike;Downshifter; Black 43;30,3;20,5;12,6;0,764;False;kraft_envelope;Compressed_Gas-2;False;;;;
NIKE-4E3BEC;Shoes;Nike;InfinityRN; Grey 36;30,1;17,7;10,1;1,655;False;kraft_envelope;Corrosive-8;True;33.2;21.0;15.18;air_cushion
NIKE-4F5ECD;Shoes;Nike;Air Zoom Pegasus; 39;29,5;21,2;13,3;0,993;False;rigid_box;Compressed_Gas-2;False;38.6;23.9;19.89;corner_guard
NIKE-50A64B;Shoes;Nike;Court Vision; White 37;28,1;21,3;14,0;1,497;False;plastic_box;UN3481-Lithium_Ion_Battery;False;34.8;19.9;14.89;corner_guard
NIKE-5361C8;Shoes;Nike;InfinityRN;;33,6;24,8;11,0;0,639;False;glass_jar;UN3481-Lithium_Ion_Battery;False;33.6;22.5;17.72;corner_guard
NIKE-54789F;Shoes;Nike;Revolution; Black;31,2;18,8;11,5;0,808;False;metal_box;Corrosive-8;True;33.3;22.8;15.89;foam_protector
NIKE-54DC46;Shoes;Nike;Revolution; Grey 42;30,6;25,6;12,2;1,109;False;metal_box;Corrosive-8;True;33.0;27.7;19.72;air_cushion
NIKE-55087E;Shoes;Nike;InfinityRN; Red 37;32,3;21,7;9,8;1,14;False;glass_jar;Flammable_Liquid-3;False;35.1;24.3;17.29;corner_guard
NIKE-566871;Shoes;Nike;Downshifter; 41;31,2;20,6;10,2;1,239;False;kraft_envelope;UN3481-Lithium_Ion_Battery;False;;;;
NIKE-57549C;Shoes;Nike;InfinityRN; 37;30,2;24,4;10,8;1,066;False;kraft_envelope;UN3481-Lithium_Ion_Battery;True;32.7;26.3;17.42;double_carton
NIKE-5AEB78;Shoes;Nike;Downshifter; Red 37;38,3;21,2;11,1;1,072;False;plastic_box;UN3481-Lithium_Ion_Battery;False;;;;
NIKE-5B0525;Shoes;Nike;Downshifter;;31,8;23,3;12,3;0,903;False;plastic_box;Compressed_Gas-2;False;26.3;24.0;14.07;foam_protector
NIKE-5D6CA7;Shoes;Nike;Air Zoom Pegasus; Grey 40;26,9;18,5;10,1;1,272;False;poly_bag;Corrosive-8;True;28.4;21.6;13.7;bubble_wrap
NIKE-5EDDF4;Shoes;Nike;InfinityRN; Navy 40;29,4;21,6;14,4;0,556;False;cardboard_box;Compressed_Gas-2;False;;;;
NIKE-5F7084;Shoes;Nike;Court Vision; Navy 36;31,0;22,6;13,0;0,345;False;metal_box;UN3481-Lithium_Ion_Battery;False;;;;
NIKE-5FB4E9;Shoes;Nike;Court Vision; White 40;33,7;20,5;13,5;1,034;False;plastic_box;Compressed_Gas-2;True;35.2;23.1;16.7;double_carton
NIKE-612110;Shoes;Nike;Downshifter; Navy 38;28,2;20,2;12,3;0,968;False;glass_jar;Aerosol-2;False;;;;
NIKE-61CD59;Shoes;Nike;Air Zoom Pegasus; Grey;28,7;18,8;11,4;1,004;False;plastic_box;Flammable_Liquid-3;True;31.1;22.4;15.7;corner_guard
NIKE-678CC5;Shoes;Nike;Court Vision; White 42;27,7;21,6;9,9;1,372;False;metal_box;Flammable_Liquid-3;False;33.4;24.9;17.45;bubble_wrap
NIKE-69B682;Shoes;Nike;Air Zoom Pegasus; Navy 39;27,9;22,6;12,9;0,631;False;rigid_box;Aerosol-2;True;30.3;24.8;16.44;foam_protector
NIKE-6A2B12;Shoes;Nike;InfinityRN; 43;29,2;22,8;13,1;0,866;False;kraft_envelope;Aerosol-2;False;26.6;26.9;15.88;corner_guard
NIKE-6BA583;Shoes;Nike;Revolution; Navy 37;35,6;21,0;12,6;0,897;False;cardboard_box;Corrosive-8;True;37.9;24.7;19.11;air_cushion
NIKE-6BE8C8;Shoes;Nike;Court Vision; Grey 37;30,2;17,5;11,2;1,179;False;kraft_envelope;Flammable_Liquid-3;True;34.4;20.7;15.18;bubble_wrap
NIKE-6CEFEA;Shoes;Nike;InfinityRN; 36;33,2;20,1;12,4;0,954;False;glass_jar;Corrosive-8;False;32.8;27.4;18.46;bubble_wrap
NIKE-704C10;Shoes;Nike;Court Vision; White 39;32,7;18,4;12,8;1,468;False;kraft_envelope;Aerosol-2;True;35.1;22.2;16.25;air_cushion
