sku,box_id,utilization,price_try
SKU-003148,,0.0,
SKU-003149,,0.0,
SKU-003150,,0.0,
SKU-003151,,0.0,
SKU-003152,,0.0,
SKU-003153,,0.0,
SKU-003154,,0.0,
SKU-003155,BOX-000047,0.3603,45820.0
SKU-003156,,0.0,
SKU-003157,,0.0,
SKU-003158,,0.0,
SKU-003159,,0.0,
SKU-003160,,0.0,
SKU-003161,,0.0,
SKU-003162,,0.0,
SKU-003163,,0.0,
SKU-003164,,0.0,
SKU-003165,,0.0,
SKU-003166,,0.0,
SKU-003167,,0.0,
SKU-003168,,0.0,
SKU-003169,,0.0,
SKU-003170,,0.0,
SKU-003171,,0.0,
SKU-003172,,0.0,
SKU-003173,,0.0,
SKU-003174,,0.0,
SKU-003175,,0.0,
SKU-003176,,0.0,
SKU-003177,,0.0,
SKU-003178,,0.0,
SKU-003179,,0.0,
SKU-003180,,0.0,
SKU-003181,,0.0,
SKU-003182,,0.0,
SKU-003183,,0.0,
SKU-003184,,0.0,
SKU-003185,,0.0,
SKU-003186,,0.0,
SKU-003187,,0.0,
SKU-003188,,0.0,
SKU-003189,,0.0,
SKU-003190,,0.0,
SKU-003191,,0.0,
SKU-003192,,0.0,
SKU-003193,,0.0,
SKU-003194,,0.0,
SKU-003195,,0.0,
SKU-003196,,0.0,
SKU-003197,,0.0,
SKU-003198,,0.0,
SKU-003199,,0.0,
SKU-003200,,0.0,
SKU-003201,,0.0,
SKU-003202,,0.0,
SKU-003203,,0.0,
SKU-003204,,0.0,
SKU-003205,,0.0,
SKU-003206,,0.0,
SKU-003207,,0.0,
SKU-003208,,0.0,
SKU-003209,,0.0,
SKU-003210,,0.0,
SKU-003211,,0.0,
SKU-003212,,0.0,
SKU-003213,,0.0,
SKU-003214,,0.0,
SKU-003215,,0.0,
SKU-003216,,0.0,
SKU-003217,,0.0,
SKU-003218,,0.0,
SKU-003219,,0.0,
SKU-003220,,0.0,
SKU-003221,,0.0,
SKU-003222,,0.0,
SKU-003223,,0.0,
SKU-003224,,0.0,
SKU-003225,,0.0,
SKU-003226,,0.0,
SKU-003227,,0.0,
SKU-003228,,0.0,
SKU-003229,,0.0,
SKU-003230,,0.0,
SKU-003231,,0.0,
SKU-003232,,0.0,
SKU-003233,,0.0,
SKU-003234,,0.0,
SKU-003235,,0.0,
SKU-003236,,0.0,
SKU-003237,,0.0,
SKU-003238,,0.0,
SKU-003239,,0.0,
SKU-003240,,0.0,
SKU-003241,,0.0,
SKU-003242,,0.0,
SKU-003243,,0.0,
SKU-003244,,0.0,
SKU-003245,,0.0,
SKU-003246,,0.0,
SKU-003247,,0.0,
SKU-003248,,0.0,
SKU-003249,,0.0,
SKU-003250,,0.0,
SKU-003251,,0.0,
SKU-003252,,0.0,
SKU-003253,,0.0,
SKU-003254,,0.0,
SKU-003255,,0.0,
SKU-003256,,0.0,
SKU-003257,,0.0,
SKU-003258,,0.0,
SKU-003259,,0.0,
SKU-003260,,0.0,
SKU-003261,,0.0,
SKU-003262,,0.0,
SKU-003263,,0.0,
SKU-003264,,0.0,
SKU-003265,,0.0,
SKU-003266,,0.0,
SKU-003267,,0.0,
SKU-003268,,0.0,
SKU-003269,,0.0,
SKU-003270,,0.0,
SKU-003271,,0.0,
SKU-003272,,0.0,
SKU-003273,,0.0,
SKU-003274,,0.0,
SKU-003275,,0.0,
SKU-003276,,0.0,
SKU-003277,,0.0,
SKU-003278,,0.0,
SKU-003279,,0.0,
SKU-003280,,0.0,
SKU-003281,,0.0,
SKU-003282,,0.0,
SKU-003283,,0.0,
SKU-003284,,0.0,
SKU-003285,,0.0,
SKU-003286,,0.0,
SKU-003287,,0.0,
SKU-003288,,0.0,
SKU-003289,,0.0,
SKU-003290,,0.0,
SKU-003291,,0.0,
SKU-003292,,0.0,
SKU-003293,,0.0,
SKU-003294,,0.0,
SKU-003295,,0.0,
SKU-003296,,0.0,
SKU-003297,,0.0,
SKU-003298,,0.0,
SKU-003299,,0.0,
SKU-003300,,0.0,
SKU-003301,,0.0,
SKU-003302,,0.0,
SKU-003303,,0.0,
SKU-003304,,0.0,
SKU-003305,,0.0,
SKU-003306,,0.0,
SKU-003307,,0.0,
SKU-003308,,0.0,
SKU-003309,,0.0,
SKU-003310,,0.0,
SKU-003311,,0.0,
SKU-003312,,0.0,
SKU-003313,,0.0,
SKU-003314,BOX-000023,0.1688,45983.0
SKU-003315,,0.0,
SKU-003316,,0.0,
SKU-003317,,0.0,
SKU-003318,,0.0,
SKU-003319,,0.0,
SKU-003320,,0.0,
SKU-003321,,0.0,
SKU-003322,,0.0,
SKU-003323,,0.0,
SKU-003324,,0.0,
SKU-003325,,0.0,
SKU-003326,,0.0,
SKU-003327,,0.0,
SKU-003328,,0.0,
SKU-003329,,0.0,
SKU-003330,,0.0,
SKU-003331,,0.0,
SKU-003332,,0.0,
SKU-003333,,0.0,
SKU-003334,,0.0,
SKU-003335,,0.0,
SKU-003336,,0.0,
SKU-003337,,0.0,
SKU-003338,,0.0,
SKU-003339,,0.0,
SKU-003340,BOX-000023,0.1477,45983.0
SKU-003341,,0.0,
SKU-003342,,0.0,
SKU-003343,,0.0,
SKU-003344,,0.0,
SKU-003345,,0.0,
SKU-003346,,0.0,
SKU-003347,,0.0,
SKU-003348,,0.0,
SKU-003349,,0.0,
SKU-003350,,0.0,
SKU-003351,,0.0,
SKU-003352,,0.0,
SKU-003353,,0.0,
SKU-003354,,0.0,
SKU-003355,,0.0,
SKU-003356,,0.0,
SKU-003357,,0.0,
SKU-003358,,0.0,
SKU-003359,,0.0,
SKU-003360,,0.0,
SKU-003361,,0.0,
SKU-003362,,0.0,
SKU-003363,,0.0,
SKU-003364,,0.0,
SKU-003365,,0.0,
SKU-003366,,0.0,
SKU-003367,,0.0,
SKU-003368,,0.0,
SKU-003369,,0.0,
SKU-003370,,0.0,
SKU-003371,,0.0,
SKU-003372,,0.0,
SKU-003373,,0.0,
SKU-003374,,0.0,
SKU-003375,,0.0,
SKU-003376,,0.0,
SKU-003377,,0.0,
SKU-003378,,0.0,
SKU-003379,,0.0,
SKU-003380,,0.0,
SKU-003381,,0.0,
SKU-003382,,0.0,
SKU-003383,,0.0,
SKU-003384,,0.0,
SKU-003385,,0.0,
SKU-003386,,0.0,
SKU-003387,,0.0,
SKU-003388,,0.0,
SKU-003389,,0.0,
SKU-003390,,0.0,
SKU-003391,,0.0,
SKU-003392,,0.0,
SKU-003393,,0.0,
SKU-003394,,0.0,
SKU-003395,,0.0,
SKU-003396,,0.0,
SKU-003397,,0.0,
SKU-003398,,0.0,
SKU-003399,,0.0,
SKU-003400,,0.0,
SKU-003401,,0.0,
SKU-003402,,0.0,
SKU-003403,,0.0,
SKU-003404,,0.0,
SKU-003405,,0.0,
SKU-003406,,0.0,
SKU-003407,,0.0,
SKU-003408,,0.0,
SKU-003409,,0.0,
SKU-003410,,0.0,
SKU-003411,,0.0,
SKU-003412,,0.0,
SKU-003413,,0.0,
SKU-003414,,0.0,
SKU-003415,,0.0,
SKU-003416,,0.0,
SKU-003417,,0.0,
SKU-003418,,0.0,
SKU-003419,,0.0,
SKU-003420,,0.0,
SKU-003421,,0.0,
SKU-003422,,0.0,
SKU-003423,,0.0,
SKU-003424,,0.0,
SKU-003425,,0.0,
SKU-003426,,0.0,
SKU-003427,,0.0,
SKU-003428,,0.0,
SKU-003429,,0.0,
SKU-003430,,0.0,
SKU-003431,,0.0,
SKU-003432,,0.0,
SKU-003433,,0.0,
SKU-003434,,0.0,
SKU-003435,,0.0,
SKU-003436,,0.0,
SKU-003437,BOX-000023,0.0889,45983.0
SKU-003438,,0.0,
SKU-003439,,0.0,
SKU-003440,,0.0,
SKU-003441,,0.0,
SKU-003442,,0.0,
SKU-003443,,0.0,
SKU-003444,,0.0,
SKU-003445,,0.0,
SKU-003446,,0.0,
SKU-003447,,0.0,
SKU-003448,,0.0,
SKU-003449,,0.0,
SKU-003450,,0.0,
SKU-003451,,0.0,
SKU-003452,BOX-000048,0.2087,32478.0
SKU-003453,,0.0,
SKU-003454,,0.0,
SKU-003455,,0.0,
SKU-003456,,0.0,
SKU-003457,,0.0,
SKU-003458,,0.0,
SKU-003459,,0.0,
SKU-003460,,0.0,
SKU-003461,,0.0,
SKU-003462,,0.0,
SKU-003463,,0.0,
SKU-003464,,0.0,
SKU-003465,,0.0,
SKU-003466,,0.0,
SKU-003467,,0.0,
SKU-003468,,0.0,
SKU-003469,,0.0,
SKU-003470,,0.0,
SKU-003471,,0.0,
SKU-003472,,0.0,
SKU-003473,,0.0,
SKU-003474,,0.0,
SKU-003475,,0.0,
SKU-003476,,0.0,
SKU-003477,,0.0,
SKU-003478,,0.0,
SKU-003479,,0.0,
SKU-003480,,0.0,
SKU-003481,,0.0,
SKU-003482,,0.0,
SKU-003483,,0.0,
SKU-003484,,0.0,
SKU-003485,,0.0,
SKU-003486,,0.0,
SKU-003487,,0.0,
SKU-003488,,0.0,
SKU-003489,,0.0,
SKU-003490,,0.0,
SKU-003491,,0.0,
SKU-003492,,0.0,
SKU-003493,,0.0,
SKU-003494,,0.0,
SKU-003495,,0.0,
SKU-003496,,0.0,
SKU-003497,,0.0,
SKU-003498,,0.0,
SKU-003499,,0.0,
SKU-003500,,0.0,
SKU-003501,,0.0,
SKU-003502,,0.0,
SKU-003503,,0.0,
SKU-003504,,0.0,
SKU-003505,,0.0,
SKU-003506,,0.0,
SKU-003507,,0.0,
SKU-003508,,0.0,
SKU-003509,,0.0,
SKU-003510,,0.0,
SKU-003511,,0.0,
SKU-003512,,0.0,
SKU-003513,,0.0,
SKU-003514,,0.0,
SKU-003515,,0.0,
SKU-003516,,0.0,
SKU-003517,,0.0,
SKU-003518,,0.0,
SKU-003519,,0.0,
SKU-003520,,0.0,
SKU-003521,,0.0,
SKU-003522,,0.0,
SKU-003523,,0.0,
SKU-003524,,0.0,
SKU-003525,,0.0,
SKU-003526,,0.0,
SKU-003527,,0.0,
SKU-003528,,0.0,
SKU-003529,,0.0,
SKU-003530,,0.0,
SKU-003531,,0.0,
SKU-003532,,0.0,
SKU-003533,,0.0,
SKU-003534,,0.0,
SKU-003535,,0.0,
SKU-003536,,0.0,
SKU-003537,,0.0,
SKU-003538,,0.0,
SKU-003539,,0.0,
SKU-003540,,0.0,
SKU-003541,,0.0,
SKU-003542,,0.0,
SKU-003543,,0.0,
SKU-003544,,0.0,
SKU-003545,,0.0,
SKU-003546,,0.0,
SKU-003547,,0.0,
SKU-003548,,0.0,
SKU-003549,,0.0,
SKU-003550,,0.0,
SKU-003551,,0.0,
SKU-003552,,0.0,
SKU-003553,,0.0,
SKU-003554,,0.0,
SKU-003555,,0.0,
SKU-003556,,0.0,
SKU-003557,,0.0,
SKU-003558,,0.0,
SKU-003559,,0.0,
SKU-003560,,0.0,
SKU-003561,,0.0,
SKU-003562,,0.0,
SKU-003563,,0.0,
SKU-003564,,0.0,
SKU-003565,,0.0,
SKU-003566,,0.0,
SKU-003567,,0.0,
SKU-003568,,0.0,
SKU-003569,,0.0,
SKU-003570,,0.0,
SKU-003571,,0.0,
SKU-003572,,0.0,
SKU-003573,,0.0,
SKU-003574,,0.0,
SKU-003575,,0.0,
SKU-003576,,0.0,
SKU-003577,,0.0,
SKU-003578,,0.0,
SKU-003579,,0.0,
SKU-003580,,0.0,
SKU-003581,,0.0,
SKU-003582,,0.0,
SKU-003583,,0.0,
SKU-003584,,0.0,
SKU-003585,,0.0,
SKU-003586,,0.0,
SKU-003587,,0.0,
SKU-003588,,0.0,
SKU-003589,,0.0,
SKU-003590,,0.0,
SKU-003591,,0.0,
SKU-003592,,0.0,
SKU-003593,,0.0,
SKU-003594,,0.0,
SKU-003595,,0.0,
SKU-003596,,0.0,
SKU-003597,,0.0,
SKU-003598,,0.0,
SKU-003599,,0.0,
SKU-003600,,0.0,
SKU-003601,,0.0,
SKU-003602,,0.0,
SKU-003603,,0.0,
SKU-003604,,0.0,
SKU-003605,,0.0,
SKU-003606,,0.0,
SKU-003607,,0.0,
SKU-003608,,0.0,
SKU-003609,,0.0,
SKU-003610,,0.0,
SKU-003611,,0.0,
SKU-003612,,0.0,
SKU-003613,,0.0,
SKU-003614,,0.0,
SKU-003615,,0.0,
SKU-003616,,0.0,
SKU-003617,,0.0,
SKU-003618,,0.0,
SKU-003619,,0.0,
SKU-003620,,0.0,
SKU-003621,,0.0,
SKU-003622,,0.0,
SKU-003623,,0.0,
SKU-003624,,0.0,
SKU-003625,,0.0,
SKU-003626,,0.0,
SKU-003627,,0.0,
SKU-003628,,0.0,
SKU-003629,,0.0,
SKU-003630,,0.0,
SKU-003631,,0.0,
SKU-003632,,0.0,
SKU-003633,,0.0,
SKU-003634,,0.0,
SKU-003635,,0.0,
SKU-003636,,0.0,
SKU-003637,,0.0,
SKU-003638,,0.0,
SKU-003639,,0.0,
SKU-003640,,0.0,
SKU-003641,,0.0,
SKU-003642,,0.0,
SKU-003643,,0.0,
SKU-003644,,0.0,
SKU-003645,,0.0,
SKU-003646,,0.0,
SKU-003647,,0.0,
SKU-003648,,0.0,
SKU-003649,,0.0,
SKU-003650,,0.0,
SKU-003651,,0.0,
SKU-003652,,0.0,
SKU-003653,,0.0,
SKU-003654,,0.0,
SKU-003655,,0.0,
SKU-003656,,0.0,
SKU-003657,,0.0,
SKU-003658,,0.0,
SKU-003659,,0.0,
SKU-003660,,0.0,
SKU-003661,,0.0,
SKU-003662,,0.0,
SKU-003663,,0.0,
SKU-003664,,0.0,
SKU-003665,,0.0,
SKU-003666,,0.0,
SKU-003667,,0.0,
SKU-003668,,0.0,
SKU-003669,,0.0,
SKU-003670,,0.0,
SKU-003671,,0.0,
SKU-003672,,0.0,
SKU-003673,,0.0,
SKU-003674,,0.0,
SKU-003675,,0.0,
SKU-003676,,0.0,
SKU-003677,,0.0,
SKU-003678,,0.0,
SKU-003679,,0.0,
SKU-003680,,0.0,
SKU-003681,,0.0,
SKU-003682,,0.0,
SKU-003683,,0.0,
SKU-003684,,0.0,
SKU-003685,,0.0,
SKU-003686,,0.0,
SKU-003687,,0.0,
SKU-003688,,0.0,
SKU-003689,,0.0,
SKU-003690,,0.0,
SKU-003691,,0.0,
SKU-003692,,0.0,
SKU-003693,,0.0,
SKU-003694,,0.0,
SKU-003695,,0.0,
SKU-003696,,0.0,
SKU-003697,,0.0,
SKU-003698,,0.0,
SKU-003699,,0.0,
SKU-003700,,0.0,
SKU-003701,,0.0,
SKU-003702,,0.0,
SKU-003703,,0.0,
SKU-003704,,0.0,
SKU-003705,,0.0,
SKU-003706,,0.0,
SKU-003707,,0.0,
SKU-003708,,0.0,
SKU-003709,,0.0,
SKU-003710,,0.0,
SKU-003711,,0.0,
SKU-003712,,0.0,
SKU-003713,,0.0,
SKU-003714,,0.0,
SKU-003715,,0.0,
SKU-003716,,0.0,
SKU-003717,,0.0,
SKU-003718,,0.0,
SKU-003719,,0.0,
SKU-003720,,0.0,
SKU-003721,,0.0,
SKU-003722,,0.0,
SKU-003723,,0.0,
SKU-003724,,0.0,
SKU-003725,,0.0,
SKU-003726,,0.0,
SKU-003727,,0.0,
SKU-003728,,0.0,
SKU-003729,,0.0,
SKU-003730,,0.0,
SKU-003731,,0.0,
SKU-003732,,0.0,
SKU-003733,,0.0,
SKU-003734,,0.0,
SKU-003735,,0.0,
SKU-003736,,0.0,
SKU-003737,,0.0,
SKU-003738,,0.0,
SKU-003739,,0.0,
SKU-003740,BOX-000023,0.2662,45983.0
SKU-003741,,0.0,
SKU-003742,,0.0,
SKU-003743,,0.0,
SKU-003744,,0.0,
SKU-003745,,0.0,
SKU-003746,,0.0,
SKU-003747,,0.0,
SKU-003748,BOX-000023,0.2145,45983.0
SKU-003749,,0.0,
SKU-003750,,0.0,
SKU-003751,,0.0,
SKU-003752,,0.0,
SKU-003753,,0.0,
SKU-003754,,0.0,
SKU-003755,,0.0,
SKU-003756,,0.0,
SKU-003757,,0.0,
SKU-003758,,0.0,
SKU-003759,,0.0,
SKU-003760,,0.0,
SKU-003761,,0.0,
SKU-003762,,0.0,
SKU-003763,,0.0,
SKU-003764,,0.0,
SKU-003765,,0.0,
SKU-003766,,0.0,
SKU-003767,,0.0,
SKU-003768,,0.0,
SKU-003769,,0.0,
SKU-003770,,0.0,
SKU-003771,,0.0,
SKU-003772,,0.0,
SKU-003773,,0.0,
SKU-003774,,0.0,
SKU-003775,,0.0,
SKU-003776,,0.0,
SKU-003777,,0.0,
SKU-003778,,0.0,
SKU-003779,,0.0,
SKU-003780,,0.0,
SKU-003781,,0.0,
SKU-003782,,0.0,
SKU-003783,,0.0,
SKU-003784,,0.0,
SKU-003785,,0.0,
SKU-003786,,0.0,
SKU-003787,,0.0,
SKU-003788,,0.0,
SKU-003789,,0.0,
SKU-003790,,0.0,
SKU-003791,,0.0,
SKU-003792,,0.0,
SKU-003793,,0.0,
SKU-003794,,0.0,
SKU-003795,,0.0,
SKU-003796,,0.0,
SKU-003797,,0.0,
SKU-003798,,0.0,
SKU-003799,,0.0,
SKU-003800,,0.0,
SKU-003801,,0.0,
SKU-003802,,0.0,
SKU-003803,,0.0,
SKU-003804,,0.0,
SKU-003805,,0.0,
SKU-003806,,0.0,
SKU-003807,,0.0,
SKU-003808,,0.0,
SKU-003809,,0.0,
SKU-003810,,0.0,
SKU-003811,,0.0,
SKU-003812,,0.0,
SKU-003813,,0.0,
SKU-003814,,0.0,
SKU-003815,,0.0,
SKU-003816,,0.0,
SKU-003817,,0.0,
SKU-003818,,0.0,
SKU-003819,,0.0,
SKU-003820,,0.0,
SKU-003821,,0.0,
SKU-003822,,0.0,
SKU-003823,,0.0,
SKU-003824,,0.0,
SKU-003825,,0.0,
SKU-003826,,0.0,
SKU-003827,,0.0,
SKU-003828,,0.0,
SKU-003829,,0.0,
SKU-003830,,0.0,
SKU-003831,,0.0,
SKU-003832,,0.0,
SKU-003833,BOX-000023,0.1656,45983.0
SKU-003834,,0.0,
SKU-003835,,0.0,
SKU-003836,,0.0,
SKU-003837,,0.0,
SKU-003838,,0.0,
SKU-003839,,0.0,
SKU-003840,,0.0,
SKU-003841,,0.0,
SKU-003842,,0.0,
SKU-003843,,0.0,
SKU-003844,,0.0,
SKU-003845,,0.0,
SKU-003846,,0.0,
SKU-003847,,0.0,
SKU-003848,,0.0,
SKU-003849,,0.0,
SKU-003850,,0.0,
SKU-003851,,0.0,
SKU-003852,,0.0,
SKU-003853,,0.0,
SKU-003854,,0.0,
SKU-003855,,0.0,
SKU-003856,,0.0,
SKU-003857,,0.0,
SKU-003858,,0.0,
SKU-003859,,0.0,
SKU-003860,,0.0,
SKU-003861,,0.0,
SKU-003862,,0.0,
SKU-003863,,0.0,
SKU-003864,,0.0,
SKU-003865,,0.0,
SKU-003866,,0.0,
SKU-003867,,0.0,
SKU-003868,,0.0,
SKU-003869,,0.0,
SKU-003870,,0.0,
SKU-003871,,0.0,
SKU-003872,,0.0,
SKU-003873,,0.0,
SKU-003874,,0.0,
SKU-003875,,0.0,
SKU-003876,,0.0,
SKU-003877,,0.0,
SKU-003878,,0.0,
SKU-003879,,0.0,
SKU-003880,,0.0,
SKU-003881,,0.0,
SKU-003882,,0.0,
SKU-003883,,0.0,
SKU-003884,,0.0,
SKU-003885,,0.0,
SKU-003886,,0.0,
SKU-003887,,0.0,
SKU-003888,,0.0,
SKU-003889,,0.0,
SKU-003890,,0.0,
SKU-003891,,0.0,
SKU-003892,,0.0,
SKU-003893,,0.0,
SKU-003894,,0.0,
SKU-003895,,0.0,
SKU-003896,,0.0,
SKU-003897,,0.0,
SKU-003898,,0.0,
SKU-003899,,0.0,
SKU-003900,,0.0,
SKU-003901,,0.0,
SKU-003902,,0.0,
SKU-003903,,0.0,
SKU-003904,,0.0,
SKU-003905,,0.0,
SKU-003906,,0.0,
SKU-003907,,0.0,
SKU-003908,,0.0,
SKU-003909,,0.0,
SKU-003910,,0.0,
SKU-003911,,0.0,
SKU-003912,,0.0,
SKU-003913,,0.0,
SKU-003914,,0.0,
SKU-003915,,0.0,
SKU-003916,,0.0,
SKU-003917,,0.0,
SKU-003918,,0.0,
SKU-003919,,0.0,
SKU-003920,,0.0,
SKU-003921,,0.0,
SKU-003922,,0.0,
SKU-003923,,0.0,
SKU-003924,,0.0,
SKU-003925,,0.0,
SKU-003926,,0.0,
SKU-003927,,0.0,
SKU-003928,,0.0,
SKU-003929,,0.0,
SKU-003930,,0.0,
SKU-003931,,0.0,
SKU-003932,,0.0,
SKU-003933,,0.0,
SKU-003934,,0.0,
SKU-003935,,0.0,
SKU-003936,,0.0,
SKU-003937,,0.0,
SKU-003938,,0.0,
SKU-003939,,0.0,
SKU-003940,,0.0,
SKU-003941,,0.0,
SKU-003942,,0.0,
SKU-003943,,0.0,
SKU-003944,,0.0,
SKU-003945,,0.0,
SKU-003946,,0.0,
SKU-003947,,0.0,
SKU-003948,,0.0,
SKU-003949,,0.0,
SKU-003950,,0.0,
SKU-003951,,0.0,
SKU-003952,,0.0,
SKU-003953,,0.0,
SKU-003954,,0.0,
SKU-003955,,0.0,
SKU-003956,,0.0,
SKU-003957,,0.0,
SKU-003958,,0.0,
SKU-003959,,0.0,
SKU-003960,,0.0,
SKU-003961,,0.0,
SKU-003962,,0.0,
SKU-003963,,0.0,
SKU-003964,,0.0,
SKU-003965,,0.0,
SKU-003966,,0.0,
SKU-003967,,0.0,
SKU-003968,,0.0,
SKU-003969,,0.0,
SKU-003970,,0.0,
SKU-003971,,0.0,
SKU-003972,,0.0,
SKU-003973,,0.0,
SKU-003974,,0.0,
SKU-003975,,0.0,
SKU-003976,,0.0,
SKU-003977,,0.0,
SKU-003978,,0.0,
SKU-003979,,0.0,
SKU-003980,,0.0,
SKU-003981,,0.0,
SKU-003982,,0.0,
SKU-003983,,0.0,
SKU-003984,,0.0,
SKU-003985,,0.0,
SKU-003986,,0.0,
SKU-003987,,0.0,
SKU-003988,,0.0,
SKU-003989,,0.0,
SKU-003990,,0.0,
SKU-003991,,0.0,
SKU-003992,,0.0,
SKU-003993,,0.0,
SKU-003994,,0.0,
SKU-003995,,0.0,
SKU-003996,,0.0,
SKU-003997,,0.0,
SKU-003998,,0.0,
SKU-003999,,0.0,
SKU-004000,,0.0,
SKU-004001,,0.0,
SKU-004002,,0.0,
SKU-004003,,0.0,
SKU-004004,,0.0,
SKU-004005,,0.0,
SKU-004006,,0.0,
SKU-004007,,0.0,
SKU-004008,,0.0,
SKU-004009,,0.0,
SKU-004010,,0.0,
SKU-004011,,0.0,
SKU-004012,,0.0,
SKU-004013,,0.0,
SKU-004014,,0.0,
SKU-004015,,0.0,
SKU-004016,,0.0,
SKU-004017,,0.0,
SKU-004018,,0.0,
SKU-004019,,0.0,
SKU-004020,,0.0,
SKU-004021,,0.0,
SKU-004022,,0.0,
SKU-004023,,0.0,
SKU-004024,,0.0,
SKU-004025,,0.0,
SKU-004026,,0.0,
SKU-004027,,0.0,
SKU-004028,,0.0,
SKU-004029,,0.0,
SKU-004030,,0.0,
SKU-004031,,0.0,
SKU-004032,,0.0,
SKU-004033,,0.0,
SKU-004034,,0.0,
SKU-004035,,0.0,
SKU-004036,,0.0,
SKU-004037,,0.0,
SKU-004038,,0.0,
SKU-004039,,0.0,
SKU-004040,,0.0,
SKU-004041,,0.0,
SKU-004042,,0.0,
SKU-004043,,0.0,
SKU-004044,,0.0,
SKU-004045,,0.0,
SKU-004046,,0.0,
SKU-004047,,0.0,
SKU-004048,,0.0,
SKU-004049,,0.0,
SKU-004050,,0.0,
SKU-004051,,0.0,
SKU-004052,,0.0,
SKU-004053,,0.0,
SKU-004054,,0.0,
SKU-004055,,0.0,
SKU-004056,,0.0,
SKU-004057,,0.0,
SKU-004058,,0.0,
SKU-004059,,0.0,
SKU-004060,,0.0,
SKU-004061,,0.0,
SKU-004062,,0.0,
SKU-004063,,0.0,
SKU-004064,,0.0,
SKU-004065,,0.0,
SKU-004066,,0.0,
SKU-004067,,0.0,
SKU-004068,,0.0,
SKU-004069,,0.0,
SKU-004070,,0.0,
SKU-004071,,0.0,
SKU-004072,,0.0,
SKU-004073,,0.0,
SKU-004074,,0.0,
SKU-004075,,0.0,
SKU-004076,,0.0,
SKU-004077,,0.0,
SKU-004078,,0.0,
SKU-004079,,0.0,
SKU-004080,,0.0,
SKU-004081,,0.0,
SKU-004082,,0.0,
SKU-004083,,0.0,
SKU-004084,,0.0,
SKU-004085,,0.0,
SKU-004086,,0.0,
SKU-004087,,0.0,
SKU-004088,,0.0,
SKU-004089,,0.0,
SKU-004090,,0.0,
SKU-004091,,0.0,
SKU-004092,,0.0,
SKU-004093,,0.0,
SKU-004094,,0.0,
SKU-004095,,0.0,
SKU-004096,,0.0,
SKU-004097,,0.0,
SKU-004098,,0.0,
SKU-004099,,0.0,
SKU-004100,,0.0,
SKU-004101,,0.0,
SKU-004102,,0.0,
SKU-004103,,0.0,
SKU-004104,,0.0,
SKU-004105,,0.0,
SKU-004106,,0.0,
SKU-004107,,0.0,
SKU-004108,,0.0,
SKU-004109,,0.0,
SKU-004110,,0.0,
SKU-004111,,0.0,
SKU-004112,,0.0,
SKU-004113,,0.0,
SKU-004114,,0.0,
SKU-004115,,0.0,
SKU-004116,,0.0,
SKU-004117,,0.0,
SKU-004118,,0.0,
SKU-004119,,0.0,
SKU-004120,,0.0,
SKU-004121,,0.0,
SKU-004122,,0.0,
SKU-004123,,0.0,
SKU-004124,,0.0,
SKU-004125,,0.0,
SKU-004126,,0.0,
SKU-004127,,0.0,
SKU-004128,,0.0,
SKU-004129,,0.0,
SKU-004130,,0.0,
SKU-004131,,0.0,
SKU-004132,,0.0,
SKU-004133,,0.0,
SKU-004134,,0.0,
SKU-004135,,0.0,
SKU-004136,,0.0,
SKU-004137,,0.0,
SKU-004138,,0.0,
SKU-004139,,0.0,
SKU-004140,,0.0,
SKU-004141,,0.0,
SKU-004142,,0.0,
SKU-004143,,0.0,
SKU-004144,,0.0,
SKU-004145,,0.0,
SKU-004146,,0.0,
SKU-004147,,0.0,
SKU-004148,,0.0,
SKU-004149,,0.0,
SKU-004150,,0.0,
SKU-004151,,0.0,
SKU-004152,,0.0,
SKU-004153,,0.0,
SKU-004154,,0.0,
SKU-004155,,0.0,
SKU-004156,,0.0,
SKU-004157,,0.0,
SKU-004158,,0.0,
SKU-004159,,0.0,
SKU-004160,,0.0,
SKU-004161,,0.0,
SKU-004162,,0.0,
SKU-004163,,0.0,
SKU-004164,,0.0,
SKU-004165,,0.0,
SKU-004166,,0.0,
SKU-004167,,0.0,
SKU-004168,,0.0,
SKU-004169,,0.0,
SKU-004170,,0.0,
SKU-004171,,0.0,
SKU-004172,,0.0,
SKU-004173,,0.0,
SKU-004174,,0.0,
SKU-004175,,0.0,
SKU-004176,,0.0,
SKU-004177,,0.0,
SKU-004178,,0.0,
SKU-004179,,0.0,
SKU-004180,,0.0,
SKU-004181,,0.0,
SKU-004182,,0.0,
SKU-004183,,0.0,
SKU-004184,,0.0,
SKU-004185,,0.0,
SKU-004186,,0.0,
SKU-004187,,0.0,
SKU-004188,,0.0,
SKU-004189,,0.0,
SKU-004190,,0.0,
SKU-004191,,0.0,
SKU-004192,,0.0,
SKU-004193,,0.0,
SKU-004194,,0.0,
SKU-004195,,0.0,
SKU-004196,,0.0,
SKU-004197,,0.0,
SKU-004198,,0.0,
SKU-004199,,0.0,
SKU-004200,,0.0,
SKU-004201,,0.0,
SKU-004202,,0.0,
SKU-004203,,0.0,
SKU-004204,,0.0,
SKU-004205,,0.0,
SKU-004206,,0.0,
SKU-004207,,0.0,
SKU-004208,,0.0,
SKU-004209,,0.0,
SKU-004210,,0.0,
SKU-004211,,0.0,
SKU-004212,,0.0,
SKU-004213,,0.0,
SKU-004214,,0.0,
SKU-004215,,0.0,
SKU-004216,,0.0,
