sku,width_mm,length_mm,height_mm,weight_g,fragile,packaging_type,hazmat_class,extra_pack,extra_pack_width_mm,extra_pack_length_mm,extra_pack_price_try,extra_pack_type
SKU-004748,263.0,209.0,165.0,279.0,False,zarf,Corrosive-8,False,,,,
SKU-004749,382.0,214.0,32.0,1653.0,True,kavanoz,Aerosol-2,True,433.0,250.0,21.7,stretch_film
SKU-004750,166.0,83.0,39.0,574.0,False,kutu,UN3481-Lithium_Ion_Battery,True,188.0,140.0,10.03,stretch_film
SKU-004751,216.0,275.0,245.0,976.0,True,poşet,Compressed_Gas-2,True,239.0,308.0,16.61,double_carton
SKU-004752,337.0,217.0,116.0,1129.0,False,kutu,Compressed_Gas-2,True,365.0,262.0,19.96,foam_protector
SKU-004753,241.0,161.0,222.0,1257.0,True,metal_box,UN3481-Lithium_Ion_Battery,True,279.0,193.0,12.59,bubble_wrap
SKU-004754,154.0,65.0,65.0,728.0,False,metal_box,Flammable_Liquid-3,True,183.0,99.0,7.59,double_carton
SKU-004755,119.0,113.0,100.0,482.0,True,kutu,Compressed_Gas-2,True,143.0,161.0,7.95,corner_guard
SKU-004756,124.0,114.0,182.0,1768.0,False,kutu,Compressed_Gas-2,False,,,,
SKU-004757,181.0,94.0,61.0,395.0,True,plastic_box,Aerosol-2,False,,,,
SKU-004758,233.0,216.0,197.0,313.0,False,cardboard_box,,False,,,,
SKU-004759,277.0,319.0,170.0,1139.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-004760,242.0,179.0,30.0,905.0,False,metal_box,Aerosol-2,False,,,,
SKU-004761,291.0,231.0,103.0,1547.0,False,kutu,Corrosive-8,False,,,,
SKU-004762,307.0,240.0,78.0,490.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004763,293.0,239.0,71.0,622.0,False,plastic_box,Flammable_Liquid-3,True,324.0,269.0,17.72,foam_protector
SKU-004764,314.0,210.0,66.0,680.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004765,79.0,130.0,108.0,422.0,False,zarf,Corrosive-8,False,,,,
SKU-004766,189.0,98.0,57.0,531.0,True,kutu,Aerosol-2,True,231.0,113.0,8.72,stretch_film
SKU-004767,211.0,177.0,38.0,870.0,True,metal_box,Compressed_Gas-2,False,,,,
SKU-004768,312.0,147.0,28.0,1038.0,False,metal_box,,False,,,,
SKU-004769,111.0,84.0,108.0,513.0,False,kutu,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004770,123.0,105.0,85.0,381.0,True,plastic_box,Compressed_Gas-2,True,151.0,133.0,7.51,bubble_wrap
SKU-004771,291.0,218.0,118.0,1159.0,False,plastic_box,Corrosive-8,True,322.0,246.0,17.18,foam_protector
SKU-004772,236.0,155.0,29.0,411.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-004773,351.0,218.0,65.0,463.0,False,zarf,Flammable_Liquid-3,True,397.0,252.0,19.51,double_carton
SKU-004774,311.0,194.0,126.0,944.0,False,kavanoz,Aerosol-2,False,,,,
SKU-004775,198.0,112.0,40.0,545.0,False,zarf,,False,,,,
SKU-004776,435.0,298.0,84.0,1496.0,True,kavanoz,Corrosive-8,True,475.0,334.0,28.3,double_carton
SKU-004777,318.0,190.0,66.0,409.0,False,kavanoz,,False,,,,
SKU-004778,298.0,228.0,58.0,772.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004779,369.0,216.0,21.0,1822.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004780,112.0,119.0,164.0,1623.0,True,plastic_box,UN3481-Lithium_Ion_Battery,True,143.0,156.0,8.38,stretch_film
SKU-004781,244.0,193.0,22.0,446.0,False,metal_box,Corrosive-8,True,278.0,230.0,14.09,foam_protector
SKU-004782,332.0,220.0,104.0,799.0,False,cardboard_box,Flammable_Liquid-3,True,367.0,280.0,20.15,bubble_wrap
SKU-004783,340.0,228.0,99.0,1103.0,False,zarf,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004784,348.0,210.0,30.0,1516.0,True,cardboard_box,Flammable_Liquid-3,True,365.0,230.0,17.87,bubble_wrap
SKU-004785,331.0,191.0,128.0,1493.0,False,plastic_box,Flammable_Liquid-3,True,368.0,226.0,18.34,double_carton
SKU-004786,313.0,175.0,58.0,494.0,False,kutu,UN3481-Lithium_Ion_Battery,True,362.0,208.0,16.05,bubble_wrap
SKU-004787,180.0,84.0,59.0,461.0,False,cardboard_box,Corrosive-8,True,205.0,128.0,8.44,bubble_wrap
SKU-004788,284.0,235.0,132.0,1401.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-004789,242.0,191.0,44.0,1025.0,False,plastic_box,Compressed_Gas-2,True,277.0,219.0,16.1,bubble_wrap
SKU-004790,259.0,112.0,35.0,261.0,True,plastic_box,UN3481-Lithium_Ion_Battery,True,284.0,156.0,11.53,double_carton
SKU-004791,148.0,97.0,84.0,391.0,False,kutu,Corrosive-8,True,175.0,135.0,8.04,bubble_wrap
SKU-004792,256.0,234.0,143.0,620.0,True,cardboard_box,UN3481-Lithium_Ion_Battery,True,302.0,266.0,16.55,bubble_wrap
SKU-004793,403.0,300.0,35.0,1411.0,False,cardboard_box,Flammable_Liquid-3,False,,,,
SKU-004794,305.0,154.0,77.0,298.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004795,153.0,81.0,49.0,444.0,False,kavanoz,Flammable_Liquid-3,True,180.0,107.0,7.65,stretch_film
SKU-004796,341.0,228.0,96.0,2599.0,False,kutu,Compressed_Gas-2,False,,,,
SKU-004797,134.0,81.0,77.0,137.0,False,kavanoz,Aerosol-2,True,163.0,119.0,7.41,corner_guard
SKU-004798,122.0,125.0,172.0,1515.0,True,poşet,Aerosol-2,True,143.0,153.0,8.83,stretch_film
SKU-004799,325.0,263.0,113.0,877.0,False,metal_box,Flammable_Liquid-3,True,365.0,277.0,21.2,stretch_film
SKU-004800,348.0,227.0,130.0,883.0,False,plastic_box,Compressed_Gas-2,True,390.0,258.0,20.3,stretch_film
SKU-004801,310.0,219.0,87.0,354.0,False,plastic_box,Flammable_Liquid-3,False,,,,
SKU-004802,241.0,153.0,134.0,938.0,False,plastic_box,Flammable_Liquid-3,True,268.0,163.0,12.11,bubble_wrap
SKU-004803,294.0,219.0,111.0,1523.0,False,kavanoz,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004804,132.0,91.0,93.0,345.0,False,kavanoz,Corrosive-8,True,153.0,120.0,7.86,corner_guard
SKU-004805,358.0,210.0,193.0,679.0,False,cardboard_box,Flammable_Liquid-3,False,,,,
SKU-004806,137.0,87.0,36.0,222.0,False,poşet,Aerosol-2,True,170.0,114.0,8.03,air_cushion
SKU-004807,327.0,219.0,111.0,989.0,False,kutu,Compressed_Gas-2,True,347.0,252.0,18.76,corner_guard
SKU-004808,298.0,220.0,87.0,1020.0,False,kavanoz,Corrosive-8,True,334.0,245.0,17.41,corner_guard
SKU-004809,295.0,267.0,126.0,1736.0,False,kutu,Compressed_Gas-2,True,315.0,300.0,20.02,foam_protector
SKU-004810,372.0,284.0,68.0,1860.0,False,plastic_box,Flammable_Liquid-3,False,,,,
SKU-004811,311.0,203.0,122.0,1269.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-004812,122.0,120.0,196.0,1024.0,False,plastic_box,Aerosol-2,False,,,,
SKU-004813,281.0,215.0,62.0,385.0,False,kavanoz,Compressed_Gas-2,True,301.0,257.0,16.41,foam_protector
SKU-004814,111.0,126.0,196.0,1288.0,True,zarf,Compressed_Gas-2,True,139.0,153.0,7.69,stretch_film
SKU-004815,270.0,177.0,77.0,574.0,False,plastic_box,Flammable_Liquid-3,True,296.0,205.0,13.67,foam_protector
SKU-004816,312.0,193.0,120.0,635.0,False,kutu,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004817,116.0,101.0,152.0,1306.0,False,kavanoz,,False,,,,
SKU-004818,282.0,196.0,54.0,385.0,False,metal_box,Compressed_Gas-2,True,324.0,225.0,16.63,double_carton
SKU-004819,255.0,255.0,59.0,757.0,False,cardboard_box,Flammable_Liquid-3,True,274.0,291.0,17.35,bubble_wrap
SKU-004820,171.0,111.0,46.0,487.0,True,cardboard_box,UN3481-Lithium_Ion_Battery,True,197.0,137.0,9.31,bubble_wrap
SKU-004821,104.0,141.0,99.0,290.0,True,metal_box,UN3481-Lithium_Ion_Battery,True,136.0,153.0,7.62,air_cushion
SKU-004822,131.0,131.0,94.0,249.0,False,kutu,Compressed_Gas-2,True,142.0,161.0,7.93,double_carton
SKU-004823,113.0,117.0,166.0,1755.0,True,kutu,Flammable_Liquid-3,True,146.0,150.0,8.23,bubble_wrap
SKU-004824,169.0,85.0,68.0,527.0,False,kutu,Flammable_Liquid-3,True,191.0,106.0,8.21,stretch_film
SKU-004825,380.0,252.0,31.0,1214.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-004826,104.0,104.0,151.0,901.0,False,kutu,Corrosive-8,False,,,,
SKU-004827,105.0,115.0,116.0,363.0,False,poşet,Aerosol-2,False,,,,
SKU-004828,250.0,183.0,20.0,145.0,True,metal_box,,False,,,,
SKU-004829,325.0,248.0,143.0,429.0,False,kutu,Flammable_Liquid-3,True,355.0,269.0,19.24,bubble_wrap
SKU-004830,306.0,205.0,140.0,1109.0,True,poşet,UN3481-Lithium_Ion_Battery,True,333.0,233.0,16.37,bubble_wrap
SKU-004831,295.0,160.0,120.0,833.0,False,metal_box,Flammable_Liquid-3,False,,,,
SKU-004832,282.0,207.0,130.0,1105.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-004833,109.0,145.0,130.0,343.0,False,metal_box,UN3481-Lithium_Ion_Battery,True,144.0,181.0,9.5,air_cushion
SKU-004834,106.0,100.0,173.0,1382.0,True,kutu,Aerosol-2,True,125.0,140.0,7.57,bubble_wrap
SKU-004835,137.0,119.0,123.0,137.0,False,kutu,Aerosol-2,True,171.0,145.0,8.22,air_cushion
SKU-004836,133.0,99.0,86.0,141.0,False,kavanoz,UN3481-Lithium_Ion_Battery,True,171.0,132.0,7.89,air_cushion
SKU-004837,249.0,151.0,283.0,1522.0,True,metal_box,Aerosol-2,False,,,,
SKU-004838,127.0,128.0,104.0,458.0,True,kavanoz,Compressed_Gas-2,True,146.0,156.0,9.03,air_cushion
SKU-004839,114.0,136.0,70.0,353.0,False,zarf,Aerosol-2,False,,,,
SKU-004840,301.0,221.0,113.0,989.0,False,kutu,Compressed_Gas-2,True,334.0,262.0,18.5,double_carton
SKU-004841,110.0,120.0,183.0,1717.0,False,zarf,Compressed_Gas-2,True,146.0,148.0,8.24,stretch_film
SKU-004842,257.0,153.0,35.0,721.0,False,poşet,UN3481-Lithium_Ion_Battery,True,294.0,180.0,13.14,bubble_wrap
SKU-004843,321.0,245.0,123.0,1260.0,False,cardboard_box,Aerosol-2,True,341.0,268.0,18.21,stretch_film
SKU-004844,303.0,261.0,85.0,2339.0,False,cardboard_box,Corrosive-8,False,,,,
SKU-004845,290.0,218.0,101.0,657.0,False,kutu,Corrosive-8,False,,,,
SKU-004846,176.0,87.0,42.0,574.0,True,plastic_box,Corrosive-8,False,,,,
SKU-004847,265.0,161.0,32.0,836.0,False,plastic_box,Corrosive-8,False,,,,
SKU-004848,88.0,125.0,111.0,260.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004849,264.0,246.0,78.0,367.0,False,kutu,Compressed_Gas-2,False,,,,
SKU-004850,93.0,120.0,95.0,323.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-004851,142.0,118.0,112.0,215.0,False,poşet,UN3481-Lithium_Ion_Battery,True,185.0,134.0,8.98,foam_protector
SKU-004852,187.0,215.0,197.0,387.0,False,plastic_box,Compressed_Gas-2,True,218.0,259.0,12.97,corner_guard
SKU-004853,318.0,193.0,62.0,254.0,False,metal_box,Flammable_Liquid-3,False,,,,
SKU-004854,173.0,110.0,34.0,323.0,False,kutu,Flammable_Liquid-3,False,,,,
SKU-004855,148.0,75.0,59.0,521.0,False,cardboard_box,Compressed_Gas-2,True,190.0,114.0,8.3,stretch_film
SKU-004856,216.0,190.0,134.0,290.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-004857,229.0,189.0,34.0,573.0,False,metal_box,Flammable_Liquid-3,False,,,,
SKU-004858,204.0,162.0,36.0,1016.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004859,293.0,186.0,28.0,1000.0,False,metal_box,Compressed_Gas-2,True,327.0,207.0,15.56,corner_guard
SKU-004860,257.0,219.0,52.0,259.0,False,plastic_box,Flammable_Liquid-3,False,,,,
SKU-004861,109.0,116.0,191.0,1324.0,True,cardboard_box,Compressed_Gas-2,True,139.0,142.0,7.46,foam_protector
SKU-004862,340.0,227.0,120.0,1000.9999999999999,False,metal_box,Aerosol-2,False,,,,
SKU-004863,183.0,92.0,46.0,494.0,True,metal_box,Corrosive-8,False,,,,
SKU-004864,123.0,125.0,213.0,933.0,True,plastic_box,Compressed_Gas-2,True,137.0,139.0,8.04,air_cushion
SKU-004865,401.0,166.0,29.0,1545.0,True,poşet,Compressed_Gas-2,True,439.0,177.0,16.77,foam_protector
SKU-004866,203.0,157.0,186.0,1066.0,False,plastic_box,Corrosive-8,True,252.0,185.0,11.49,stretch_film
SKU-004867,110.0,121.0,176.0,1233.0,True,zarf,Corrosive-8,True,151.0,144.0,8.84,bubble_wrap
SKU-004868,331.0,139.0,304.0,1420.0,False,zarf,Flammable_Liquid-3,True,354.0,183.0,16.39,corner_guard
SKU-004869,327.0,242.0,116.0,772.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-004870,312.0,220.0,150.0,1198.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-004871,315.0,231.0,107.0,878.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-004872,379.0,241.0,27.0,1172.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-004873,372.0,293.0,97.0,2719.0,True,zarf,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004874,289.0,251.0,25.0,1528.0,False,zarf,Flammable_Liquid-3,False,,,,
SKU-004875,265.0,205.0,199.0,1512.0,False,kutu,Compressed_Gas-2,False,,,,
SKU-004876,201.0,218.0,175.0,753.0,False,zarf,Corrosive-8,False,,,,
SKU-004877,492.0,208.0,96.0,1747.0,True,poşet,Flammable_Liquid-3,True,535.0,228.0,22.8,bubble_wrap
SKU-004878,345.0,224.0,126.0,1095.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-004879,327.0,204.0,132.0,1464.0,False,poşet,Aerosol-2,False,,,,
SKU-004880,208.0,217.0,71.0,360.0,False,poşet,Aerosol-2,True,220.0,265.0,13.39,bubble_wrap
SKU-004881,290.0,217.0,73.0,630.0,False,plastic_box,Corrosive-8,True,309.0,237.0,16.47,double_carton
SKU-004882,255.0,130.0,36.0,609.0,False,metal_box,UN3481-Lithium_Ion_Battery,True,281.0,183.0,13.11,bubble_wrap
SKU-004883,284.0,203.0,135.0,1006.9999999999999,False,poşet,Compressed_Gas-2,True,311.0,234.0,16.46,foam_protector
SKU-004884,243.0,168.0,33.0,632.0,False,poşet,Aerosol-2,False,,,,
SKU-004885,166.0,75.0,60.0,467.0,False,zarf,Aerosol-2,True,200.0,97.0,8.66,stretch_film
SKU-004886,278.0,203.0,48.0,457.0,False,kutu,Aerosol-2,False,,,,
SKU-004887,321.0,216.0,92.0,1031.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-004888,292.0,236.0,113.0,1642.0,False,kavanoz,Aerosol-2,True,344.0,268.0,18.33,corner_guard
SKU-004889,265.0,166.0,249.0,597.0,False,zarf,,True,288.0,213.0,15.57,air_cushion
SKU-004890,216.0,127.0,36.0,301.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,True,256.0,139.0,10.8,air_cushion
SKU-004891,288.0,226.0,71.0,717.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,332.0,271.0,18.39,double_carton
SKU-004892,271.0,194.0,178.0,1090.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-004893,111.0,116.0,185.0,1042.0,True,zarf,Flammable_Liquid-3,True,129.0,146.0,9.0,double_carton
SKU-004894,275.0,163.0,102.0,1162.0,False,poşet,Aerosol-2,True,319.0,200.0,14.07,double_carton
SKU-004895,134.0,61.0,29.0,259.0,True,metal_box,Corrosive-8,True,192.0,86.0,6.98,bubble_wrap
SKU-004896,255.0,266.0,59.0,777.0,True,cardboard_box,Corrosive-8,False,,,,
SKU-004897,112.0,108.0,104.0,368.0,False,zarf,Corrosive-8,False,,,,
SKU-004898,336.0,210.0,114.0,1052.0,False,kavanoz,Aerosol-2,True,351.0,238.0,17.03,corner_guard
SKU-004899,121.0,114.0,64.0,350.0,False,plastic_box,Aerosol-2,False,,,,
SKU-004900,241.0,133.0,21.0,394.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,283.0,168.0,13.36,stretch_film
SKU-004901,384.0,292.0,46.0,2171.0,False,plastic_box,Aerosol-2,False,,,,
SKU-004902,122.0,128.0,166.0,1534.0,True,plastic_box,Flammable_Liquid-3,True,140.0,172.0,9.51,double_carton
SKU-004903,159.0,74.0,55.0,404.0,False,kutu,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004904,217.0,189.0,43.0,535.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-004905,149.0,90.0,53.0,390.0,True,poşet,UN3481-Lithium_Ion_Battery,True,175.0,129.0,8.84,air_cushion
SKU-004906,281.0,246.0,56.0,393.0,False,metal_box,Corrosive-8,False,,,,
SKU-004907,368.0,236.0,30.0,1027.0,False,cardboard_box,Flammable_Liquid-3,True,388.0,259.0,19.57,air_cushion
SKU-004908,319.0,209.0,44.0,346.0,False,zarf,Aerosol-2,False,,,,
SKU-004909,384.0,160.0,66.0,518.0,False,metal_box,Flammable_Liquid-3,False,,,,
SKU-004910,350.0,276.0,53.0,591.0,False,metal_box,Corrosive-8,False,,,,
SKU-004911,230.0,164.0,238.0,1182.0,False,poşet,Compressed_Gas-2,True,258.0,202.0,12.32,stretch_film
SKU-004912,274.0,295.0,179.0,497.0,False,plastic_box,Flammable_Liquid-3,True,302.0,337.0,19.78,double_carton
SKU-004913,289.0,199.0,98.0,2455.0,False,kutu,Flammable_Liquid-3,True,328.0,225.0,16.32,foam_protector
SKU-004914,257.0,196.0,76.0,576.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-004915,179.0,67.0,62.0,467.0,True,zarf,Aerosol-2,True,201.0,98.0,8.18,stretch_film
SKU-004916,288.0,232.0,81.0,376.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004917,297.0,214.0,136.0,1051.0,False,poşet,Aerosol-2,True,317.0,240.0,17.23,bubble_wrap
SKU-004918,261.0,224.0,68.0,512.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-004919,332.0,209.0,123.0,1197.0,True,kavanoz,UN3481-Lithium_Ion_Battery,True,382.0,237.0,18.08,air_cushion
SKU-004920,200.0,181.0,28.0,717.0,False,plastic_box,Aerosol-2,False,,,,
SKU-004921,98.0,123.0,167.0,1392.0,True,kavanoz,Corrosive-8,True,136.0,143.0,8.36,air_cushion
SKU-004922,282.0,226.0,114.0,1262.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-004923,319.0,194.0,117.0,602.0,False,metal_box,Corrosive-8,True,355.0,239.0,17.23,foam_protector
SKU-004924,310.0,231.0,29.0,1643.0,False,poşet,Aerosol-2,True,336.0,259.0,17.55,foam_protector
SKU-004925,420.0,244.0,91.0,1825.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004926,349.0,248.0,48.0,1990.0,True,metal_box,Compressed_Gas-2,True,375.0,285.0,20.53,air_cushion
SKU-004927,401.0,244.0,10.0,1356.0,True,zarf,Aerosol-2,True,411.0,278.0,22.52,foam_protector
SKU-004928,129.0,118.0,101.0,478.0,False,metal_box,,False,,,,
SKU-004929,331.0,206.0,28.0,1559.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-004930,301.0,230.0,74.0,537.0,False,poşet,Corrosive-8,False,,,,
SKU-004931,387.0,248.0,92.0,2337.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004932,293.0,238.0,49.0,475.0,False,plastic_box,Aerosol-2,True,320.0,271.0,20.01,foam_protector
SKU-004933,332.0,246.0,80.0,712.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-004934,130.0,150.0,93.0,295.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-004935,339.0,273.0,42.0,503.0,False,kavanoz,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004936,211.0,136.0,33.0,1022.9999999999999,False,poşet,Compressed_Gas-2,True,242.0,170.0,10.92,corner_guard
SKU-004937,346.0,200.0,114.0,1261.0,False,cardboard_box,Flammable_Liquid-3,True,365.0,248.0,19.1,bubble_wrap
SKU-004938,243.0,221.0,209.0,1306.0,True,cardboard_box,Flammable_Liquid-3,True,256.0,235.0,14.76,stretch_film
SKU-004939,299.0,211.0,128.0,1000.0,False,kutu,Aerosol-2,False,,,,
SKU-004940,417.0,276.0,30.0,1319.0,False,metal_box,Flammable_Liquid-3,False,,,,
SKU-004941,247.0,196.0,38.0,719.0,False,kutu,Aerosol-2,True,286.0,230.0,15.12,corner_guard
SKU-004942,319.0,210.0,99.0,1208.0,False,cardboard_box,Corrosive-8,False,,,,
SKU-004943,250.0,158.0,39.0,908.0,False,poşet,Aerosol-2,False,,,,
SKU-004944,371.0,225.0,22.0,1618.0,False,kutu,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004945,174.0,223.0,62.0,461.0,False,poşet,Aerosol-2,False,,,,
SKU-004946,116.0,112.0,67.0,193.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-004947,287.0,150.0,34.0,701.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-004948,184.0,99.0,57.0,641.0,False,kutu,Flammable_Liquid-3,False,,,,
SKU-004949,257.0,241.0,44.0,565.0,True,cardboard_box,Corrosive-8,True,289.0,285.0,17.92,air_cushion
SKU-004950,241.0,222.0,209.0,769.0,False,plastic_box,Aerosol-2,False,,,,
SKU-004951,165.0,104.0,101.0,442.0,False,zarf,Flammable_Liquid-3,True,208.0,137.0,10.51,bubble_wrap
SKU-004952,107.0,135.0,191.0,687.0,False,kavanoz,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004953,175.0,91.0,46.0,533.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,201.0,134.0,9.54,corner_guard
SKU-004954,448.0,220.0,117.0,1072.0,False,kavanoz,,False,,,,
SKU-004955,312.0,234.0,39.0,2227.0,True,poşet,Flammable_Liquid-3,False,,,,
SKU-004956,190.0,96.0,57.0,482.0,True,metal_box,Compressed_Gas-2,True,218.0,130.0,8.75,bubble_wrap
SKU-004957,133.0,108.0,170.0,915.0,True,kavanoz,UN3481-Lithium_Ion_Battery,True,167.0,134.0,8.77,stretch_film
SKU-004958,289.0,209.0,113.0,1055.0,False,kutu,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004959,377.0,300.0,88.0,1921.0,False,plastic_box,Corrosive-8,True,407.0,334.0,24.89,corner_guard
SKU-004960,114.0,120.0,201.0,1064.0,False,cardboard_box,Flammable_Liquid-3,True,165.0,147.0,8.77,air_cushion
SKU-004961,403.0,315.0,100.0,3115.0,False,kutu,Flammable_Liquid-3,False,,,,
SKU-004962,285.0,215.0,133.0,1428.0,True,kutu,Flammable_Liquid-3,True,326.0,244.0,16.84,air_cushion
SKU-004963,122.0,118.0,178.0,1504.0,False,kutu,Aerosol-2,False,,,,
SKU-004964,168.0,82.0,33.0,593.0,False,metal_box,Aerosol-2,False,,,,
SKU-004965,94.0,114.0,164.0,1457.0,False,kavanoz,UN3481-Lithium_Ion_Battery,True,108.0,143.0,6.87,corner_guard
SKU-004966,423.0,192.0,36.0,1673.0,False,kutu,Flammable_Liquid-3,False,,,,
SKU-004967,120.0,127.0,163.0,1344.0,True,zarf,Flammable_Liquid-3,True,157.0,172.0,8.55,foam_protector
SKU-004968,288.0,236.0,85.0,587.0,False,zarf,Aerosol-2,False,,,,
SKU-004969,226.0,151.0,40.0,1127.0,False,kavanoz,Aerosol-2,True,260.0,194.0,12.39,air_cushion
SKU-004970,358.0,277.0,33.0,1094.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-004971,108.0,147.0,95.0,114.0,False,poşet,UN3481-Lithium_Ion_Battery,True,134.0,187.0,9.03,foam_protector
SKU-004972,198.0,256.0,224.0,461.0,False,poşet,UN3481-Lithium_Ion_Battery,False,,,,
SKU-004973,427.0,167.0,95.0,1747.0,False,kutu,Flammable_Liquid-3,True,459.0,199.0,18.61,foam_protector
SKU-004974,276.0,215.0,78.0,610.0,False,zarf,Compressed_Gas-2,True,301.0,243.0,15.74,air_cushion
SKU-004975,314.0,184.0,108.0,1194.0,False,kutu,Corrosive-8,True,347.0,223.0,16.11,air_cushion
SKU-004976,117.0,77.0,57.0,468.0,False,plastic_box,Aerosol-2,False,,,,
SKU-004977,144.0,81.0,39.0,408.0,False,kutu,Corrosive-8,True,195.0,109.0,7.69,air_cushion
SKU-004978,140.0,102.0,48.0,472.0,False,poşet,Corrosive-8,False,,,,
SKU-004979,231.0,164.0,44.0,713.0,False,zarf,Aerosol-2,False,,,,
SKU-004980,340.0,238.0,33.0,1396.0,False,poşet,Corrosive-8,False,,,,
SKU-004981,310.0,224.0,100.0,2827.0,False,poşet,Aerosol-2,False,,,,
SKU-004982,243.0,225.0,225.0,1298.0,False,poşet,UN3481-Lithium_Ion_Battery,True,270.0,261.0,15.07,foam_protector
SKU-004983,220.0,220.0,61.0,622.0,False,plastic_box,Flammable_Liquid-3,False,,,,
SKU-004984,342.0,189.0,156.0,669.0,False,metal_box,Aerosol-2,True,365.0,206.0,15.84,foam_protector
SKU-004985,107.0,117.0,165.0,1386.0,False,cardboard_box,Compressed_Gas-2,True,134.0,143.0,7.51,foam_protector
SKU-004986,112.0,105.0,174.0,1157.0,False,cardboard_box,Flammable_Liquid-3,False,,,,
SKU-004987,256.0,136.0,32.0,948.0,False,kavanoz,Flammable_Liquid-3,True,279.0,173.0,12.55,air_cushion
SKU-004988,350.0,220.0,125.0,1022.0,False,zarf,Aerosol-2,False,,,,
SKU-004989,132.0,96.0,52.0,303.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-004990,253.0,181.0,47.0,283.0,False,poşet,,True,276.0,234.0,15.54,double_carton
SKU-004991,234.0,258.0,53.0,645.0,False,cardboard_box,,True,265.0,289.0,17.89,stretch_film
SKU-004992,317.0,246.0,140.0,1282.0,False,kutu,Compressed_Gas-2,True,327.0,274.0,17.94,corner_guard
SKU-004993,110.0,104.0,182.0,1249.0,True,kavanoz,Corrosive-8,True,136.0,160.0,10.26,stretch_film
SKU-004994,326.0,234.0,35.0,1810.0,False,plastic_box,Flammable_Liquid-3,True,345.0,283.0,20.84,stretch_film
SKU-004995,242.0,237.0,232.0,1386.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-004996,287.0,248.0,58.0,438.0,False,kavanoz,Corrosive-8,False,,,,
SKU-004997,294.0,213.0,57.0,607.0,True,kavanoz,Aerosol-2,True,323.0,242.0,18.19,double_carton
SKU-004998,298.0,230.0,136.0,820.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,317.0,267.0,17.2,foam_protector
SKU-004999,338.0,230.0,74.0,2605.0,False,plastic_box,Corrosive-8,False,,,,
SKU-005000,305.0,231.0,72.0,522.0,False,kutu,UN3481-Lithium_Ion_Battery,True,336.0,267.0,18.44,foam_protector
